	EntryID	Headword	Origin language	Lemma synonym
27055	d2e1834238Meyers-1905	Karner [1]	lat	carnarium
27057	d2e1834276Meyers-1905	Karnĕval	ital	carnevale
27058	d2e1834371Meyers-1905	Karnīer	ital	carniera
27059	d2e1834388Meyers-1905	Karnīes	franz	corniche
27060	d2e1834512Meyers-1905	Karnivōren	lat	Carnivora
27064	d2e1834731Meyers-1905	Karo [1]	franz	carreau
27074	d2e1835634Meyers-1905	Karosse	franz	carrosse
27074	d2e1835634Meyers-1905	Karosse	ital	carrozza
27074	d2e1835634Meyers-1905	Karosse	mittellat	carrocium
27075	d2e1835660Meyers-1905	Karossier	franz	carrossier
27076	d2e1835678Meyers-1905	Karotiden	griech	arteriae carotides
27088	d2e1836918Meyers-1905	Karpogōn	lat	Carpogonium
27092	d2e1837113Meyers-1905	Karree	franz	Carré
27094	d2e1837328Meyers-1905	Karrēte	span	carréta
27095	d2e1837400Meyers-1905	Karriēre	franz	carrière
27104	d2e1838154Meyers-1905	Kartause	ital	Certósa
27106	d2e1838322Meyers-1905	Karte	lat	Charta
27106	d2e1838322Meyers-1905	Karte	franz	Carte
27107	d2e1838367Meyers-1905	Kartell	franz	Cartel
27107	d2e1838367Meyers-1905	Kartell	ital	cartello
27107	d2e1838367Meyers-1905	Kartell	lat	carta
27123	d2e1840187Meyers-1905	Karton	franz	Carton
27128	d2e1840446Meyers-1905	Kartusche	franz	Cartouche
27128	d2e1840446Meyers-1905	Kartusche	ital	Cartoccio
27130	d2e1840585Meyers-1905	Karussell	franz	Carrousel
27130	d2e1840585Meyers-1905	Karussell	ital	Carosello
27133	d2e1840726Meyers-1905	Karviōl	ital	cavol fiore
27140	d2e1841150Meyers-1905	Karzer	lat	Carcer
27144	d2e1841221Meyers-1905	Kasacke	franz	Casaque
27151	d2e1841466Meyers-1905	Käsch	engl	Cash
27153	d2e1841574Meyers-1905	Kaschelot	franz	Cachalot
27155	d2e1841702Meyers-1905	Kaschieren	franz	cacher
27157	d2e1841833Meyers-1905	Kaschmir [2]	engl	Cashmere Kashmir and
27163	d2e1842826Meyers-1905	Kasematte	ital	casa matta
27163	d2e1842826Meyers-1905	Kasematte	span	casa
27166	d2e1843050Meyers-1905	Kaserne	ital	caserma
27169	d2e1843365Meyers-1905	Kasimir [1]	franz	Casimir
27172	d2e1843545Meyers-1905	Kaskāde	ital	cascata
27174	d2e1843623Meyers-1905	Kaskarillrinde	span	cascara
27175	d2e1843672Meyers-1905	Kaskett	franz	Casquet
27175	d2e1843672Meyers-1905	Kaskett	ital	Celata
27189	d2e1844297Meyers-1905	Kassation	franz	Cassation
27190	d2e1844326Meyers-1905	Kassationshof	franz	Cour de cassation
27192	d2e1844435Meyers-1905	Kasse	ital	cassa
27196	d2e1845145Meyers-1905	Kasserolle	franz	Casserole
27201	d2e1845313Meyers-1905	Kassīer	ital	Cassiere
27203	d2e1845354Meyers-1905	Kassieren	franz	casser
27207	d2e1845441Meyers-1905	Kassinen	franz	Cassinet
27211	d2e1845633Meyers-1905	Kastagnetten	span	Castañuelas
27214	d2e1845895Meyers-1905	Kaste	portug	casta
27214	d2e1845895Meyers-1905	Kaste	ind	dschâti
27215	d2e1846006Meyers-1905	Kasteiung	lat	castigatio
27217	d2e1846111Meyers-1905	Kastellān	lat	Castellanus
27224	d2e1846591Meyers-1905	Kastilĭen	span	Castilla
27229	d2e1847072Meyers-1905	Kastrāt	lat	Castratus
27229	d2e1847072Meyers-1905	Kastrāt	ital	Castrato
27232	d2e1847310Meyers-1905	Kasualĭen	lat	Casualia
27235	d2e1847485Meyers-1905	Kasus	lat	Casus
27241	d2e1847732Meyers-1905	Katachrēse	lat	Abusio
27242	d2e1847752Meyers-1905	Katafálk	franz	Catafalque
27242	d2e1847752Meyers-1905	Katafálk	ital	Catafalco
27242	d2e1847752Meyers-1905	Katafálk	roman	catar
27242	d2e1847752Meyers-1905	Katafálk	ital	palco
27242	d2e1847752Meyers-1905	Katafálk	lat	Castrum doloris
27247	d2e1847975Meyers-1905	Katakomben	griech	kata kymbas
27255	d2e1848459Meyers-1905	Katalonĭen	span	Cataluña
27267	d2e1848853Meyers-1905	Katarrh	griech	katarrhein
27269	d2e1848951Meyers-1905	Kataster	ital	catastro
27269	d2e1848951Meyers-1905	Kataster	mittellat	capitastrum
27314	d2e1851858Meyers-1905	Kátorga	türk	kardirgha
27314	d2e1851858Meyers-1905	Kátorga	neugriech	kátergon
27323	d2e1852322Meyers-1905	Katten [2]	altnord	hattr
27323	d2e1852322Meyers-1905	Katten [2]	angelsächs	haet pileus
27326	d2e1852468Meyers-1905	Kattūn	arab	katon
27337	d2e1853171Meyers-1905	Katzenelnbogen	lat	Cattimelibocus
27347	d2e1854000Meyers-1905	Kauf [1]	lat	Emtio venditio
27347	d2e1854000Meyers-1905	Kauf [1]	franz	Vente
27362	d2e1856353Meyers-1905	Kauri	engl	Cowry
27371	d2e1856706Meyers-1905	Kautēl	lat	Cautela
27379	d2e1857598Meyers-1905	Kavalīer	franz	Cavalier
27379	d2e1857598Meyers-1905	Kavalīer	lat	caballus
27380	d2e1857623Meyers-1905	Kavaliere	engl	Cavaliers
27384	d2e1858034Meyers-1905	Kavāte	ital	cavata
27385	d2e1858055Meyers-1905	Kavatīne	ital	Cavatina
27388	d2e1858145Meyers-1905	Kavérne	lat	Caverna
27390	d2e1858234Meyers-1905	Kavieren	lat	cavere
27395	d2e1858418Meyers-1905	Kawaß	arab	kawwâss
27402	d2e1858841Meyers-1905	Kazīke [2]	span	Cacique
27413	d2e1859264Meyers-1905	Kebse	althochd	chepis
27447	d2e1861403Meyers-1905	Kehlkopfpfeifen	engl	to roar
27474	d2e1864116Meyers-1905	Kelch [1]	lat	Calix
27479	d2e1864676Meyers-1905	Keller [2]	lat	Cellarius
27481	d2e1865483Meyers-1905	Kellner	mittelhochd	këlnære
27481	d2e1865483Meyers-1905	Kellner	mittellat	cellenarius
27481	d2e1865483Meyers-1905	Kellner	lat	cellarius
27489	d2e1866019Meyers-1905	Keltibērer	lat	Celtiberi
27496	d2e1866856Meyers-1905	Kemnate	mittellat	caminata sc camera
27508	d2e1867630Meyers-1905	Kennel	altfranz	chenil
27508	d2e1867630Meyers-1905	Kennel	mittellat	canile
27511	d2e1867821Meyers-1905	Kenotaphĭon	lat	Cenotaphium
27517	d2e1868102Meyers-1905	Kentauren	lat	Centauri
27519	d2e1868241Meyers-1905	Kentisches Feuer	engl	Kentish fire
27537	d2e1869820Meyers-1905	Keratīn	griech	kéras
27564	d2e1870829Meyers-1905	Kerker	lat	carcer
27581	d2e1872275Meyers-1905	Kérö	rumän	Tyireu
27617	d2e1875521Meyers-1905	Kettenlinie	lat	Catenaria
27660	d2e1878805Meyers-1905	Kickapu	engl	Kickapoo
27686	d2e1881093Meyers-1905	Kielschwert	engl	Centreboard
27728	d2e1884096Meyers-1905	Kilim	pers	gilim
27751	d2e1884935Meyers-1905	Kiltgang	althochd	chwilt
27751	d2e1884935Meyers-1905	Kiltgang	altnord	gveld
27784	d2e1887962Meyers-1905	Kinemátik	griech	kinēma
27822	d2e1890074Meyers-1905	Kiosk	pers	köschk
27843	d2e1893135Meyers-1905	Kirchenrecht	lat	Jus ecclesiasticum
27849	d2e1894004Meyers-1905	Kirchenväter	lat	Patres Ecclesiae
27856	d2e1894816Meyers-1905	Kirchturmrennen	engl	Steeple chase
27928	d2e1898425Meyers-1905	Kition	lat	Citium
27944	d2e1899884Meyers-1905	Kladde	holländ	klad
27945	d2e1900115Meyers-1905	Klage	lat	Actio
27946	d2e1900237Meyers-1905	Klageänderung	lat	Mutatio libelli
27955	d2e1900915Meyers-1905	Klandestīn	lat	clandestīnus
27957	d2e1901341Meyers-1905	Klappe	lat	clavis
27957	d2e1901341Meyers-1905	Klappe	franz	Clef
27968	d2e1902169Meyers-1905	Klarinette	ital	Clarinetto
27968	d2e1902169Meyers-1905	Klarinette	engl	Clarionet
27976	d2e1902821Meyers-1905	Klastische Gesteine	griech	klastós
27983	d2e1903273Meyers-1905	Klause	mittellat	clusa
27983	d2e1903273Meyers-1905	Klause	ital	chiusa
27984	d2e1903306Meyers-1905	Klausel	lat	Clausula
27992	d2e1903773Meyers-1905	Klavier	franz	Piano
27993	d2e1904180Meyers-1905	Klavierauszug	franz	Partition de piano
28018	d2e1908734Meyers-1905	Kleio	lat	Clio
28031	d2e1909853Meyers-1905	Klerĭker	lat	Clerici
28032	d2e1909886Meyers-1905	Klerisei	mittellat	Clericia
28033	d2e1909920Meyers-1905	Klerus	franz	Clergé
28033	d2e1909920Meyers-1905	Klerus	engl	Clergy
28046	d2e1910754Meyers-1905	Kliént	lat	Cliens
28047	d2e1910776Meyers-1905	Klientēl	lat	Clientela
28048	d2e1910816Meyers-1905	Kliff	engl	cliff
28061	d2e1912407Meyers-1905	Klinokephalīe	griech	klīnos
28064	d2e1912586Meyers-1905	Klippen [2]	schwed	klippa
28069	d2e1912901Meyers-1905	Klischee	franz	cliché
28072	d2e1913024Meyers-1905	Klistīer	griech	klysma
28093	d2e1914479Meyers-1905	Klosett	engl	closet
28094	d2e1914554Meyers-1905	Kloster [1]	lat	claustrum
28098	d2e1915784Meyers-1905	Klub	engl	Club
28114	d2e1917457Meyers-1905	Knan	mittelhochd	gnanne
28118	d2e1917789Meyers-1905	Knauf	althochd	chnouf
28119	d2e1918006Meyers-1905	Kneffs	franz	Quenelles
28141	d2e1919226Meyers-1905	Knight [1]	angelsächs	cniht
28189	d2e1922940Meyers-1905	Knosos	lat	Gnossus
28212	d2e1925212Meyers-1905	Koätān	lat	coaetaneus
28213	d2e1925229Meyers-1905	Koäv	spätlat	coaevus
28244	d2e1927937Meyers-1905	Kochemer Loschen	hebr	chacham
28255	d2e1929362Meyers-1905	Kodex	lat	Codex
28257	d2e1929472Meyers-1905	Kodizill	lat	Codicillus
28258	d2e1929572Meyers-1905	Koëdukation	engl	coeducation
28261	d2e1929713Meyers-1905	Koëmtion	lat	coemtio
28268	d2e1929935Meyers-1905	Koffer	franz	coffre
28269	d2e1929955Meyers-1905	Kofferdamm	engl	coffer dam
28283	d2e1930445Meyers-1905	Kohärer	engl	Coherer
28322	d2e1934798Meyers-1905	Kohorte	lat	cohors
28323	d2e1934863Meyers-1905	Kohrdsch	engl	Corge
28323	d2e1934863Meyers-1905	Kohrdsch	span	Corja
28332	d2e1935182Meyers-1905	Kojang	niederländ	Koijan
28337	d2e1935425Meyers-1905	Kokarde	franz	cocarde
28340	d2e1935604Meyers-1905	Kokett	franz	coquet
28345	d2e1935816Meyers-1905	Koko	franz	coco
28346	d2e1935848Meyers-1905	Kokon	franz	cocon
28351	d2e1936256Meyers-1905	Koks	engl	Cokes
28351	d2e1936256Meyers-1905	Koks	lat	coquere
28367	d2e1937905Meyers-1905	Koleda	lat	calendae
28382	d2e1938649Meyers-1905	Kollaps	lat	collapsus
28383	d2e1938686Meyers-1905	Kollār	lat	collare
28396	d2e1939130Meyers-1905	Kollēge	lat	collega
28428	d2e1940662Meyers-1905	Kollo	ital	Collo
28443	d2e1941177Meyers-1905	Kolmation	ital	colmata
28446	d2e1941375Meyers-1905	Köln [2]	engl	Cologne
28450	d2e1942212Meyers-1905	Kolobōm	griech	Coloboma
28460	d2e1942701Meyers-1905	Kolōne	lat	colonus
28466	d2e1944286Meyers-1905	Kolonist	lat	colonus
28468	d2e1944347Meyers-1905	Kolonne	franz	colonne
28468	d2e1944347Meyers-1905	Kolonne	lat	columna
28472	d2e1944726Meyers-1905	Koloratūr	lat	color
28479	d2e1944907Meyers-1905	Koloß	lat	colossus
28497	d2e1945516Meyers-1905	Kolter [2]	ital	coltre
28507	d2e1946539Meyers-1905	Kombattanten	franz	combattants
28515	d2e1946906Meyers-1905	Kombüse	holländ	kombuis
28515	d2e1946906Meyers-1905	Kombüse	franz	cambuse
28522	d2e1947352Meyers-1905	Komfort	engl	comfort
28525	d2e1947554Meyers-1905	Komitāt	lat	comes
28526	d2e1947577Meyers-1905	Komitee	franz	comité
28526	d2e1947577Meyers-1905	Komitee	engl	committee
28527	d2e1947630Meyers-1905	Komitĭen	lat	comitia
28536	d2e1948127Meyers-1905	Kommando	span	comándo
28542	d2e1948524Meyers-1905	Komménde	mittellat	commenda
28542	d2e1948524Meyers-1905	Komménde	lat	commendare
28542	d2e1948524Meyers-1905	Komménde	franz	commanderie
28544	d2e1948624Meyers-1905	Komment	franz	comment
28546	d2e1948708Meyers-1905	Kommérs	lat	commercium
28547	d2e1948745Meyers-1905	Kommérz	franz	commerce
28551	d2e1948959Meyers-1905	Kommerzlast	skandinav	Commerceläst
28553	d2e1949025Meyers-1905	Kommilitōne	lat	commilito
28556	d2e1949076Meyers-1905	Kommiß	lat	committere
28560	d2e1949208Meyers-1905	Kommissionär	franz	Commissionnaire
28560	d2e1949208Meyers-1905	Kommissionär	engl	Factor Agent
28580	d2e1949897Meyers-1905	Kommunarden	franz	communards
28602	d2e1951266Meyers-1905	Kompanīe	franz	compagnie
28608	d2e1951607Meyers-1905	Komparieren	lat	comparare
28611	d2e1951666Meyers-1905	Kompaß	franz	compas
28611	d2e1951666Meyers-1905	Kompaß	engl	compass
28611	d2e1951666Meyers-1905	Kompaß	ital	compasso
28614	d2e1951967Meyers-1905	Kompatibilität	franz	compatibilité
28632	d2e1952525Meyers-1905	Komplementär	franz	complémentaire
28637	d2e1952875Meyers-1905	Komplicen	franz	complices
28639	d2e1952916Meyers-1905	Komplimént	franz	compliment
28648	d2e1953461Meyers-1905	Kompóst	lat	compositum
28649	d2e1953485Meyers-1905	Kompott	franz	compote
28662	d2e1954179Meyers-1905	Komptabilität	franz	comptabilité
28670	d2e1954347Meyers-1905	Komtesse	franz	comtesse
28671	d2e1954364Meyers-1905	Komtūr	lat	Commendator
28686	d2e1955369Meyers-1905	Kondition	lat	conditio
28689	d2e1955500Meyers-1905	Kondītor	lat	condire
28692	d2e1955646Meyers-1905	Kondomināt	lat	condominium
28693	d2e1955663Meyers-1905	Kondor	span	condór
28713	d2e1956426Meyers-1905	Konfidénz	lat	confidentia
28757	d2e1959005Meyers-1905	König [2]	angelsächs	cyning cyng
28757	d2e1959005Meyers-1905	König [2]	engl	king
28757	d2e1959005Meyers-1905	König [2]	got	chuni
28757	d2e1959005Meyers-1905	König [2]	griech	Basileus
28757	d2e1959005Meyers-1905	König [2]	lat	Rex
28757	d2e1959005Meyers-1905	König [2]	franz	Roi
28757	d2e1959005Meyers-1905	König [2]	ital	Re
28757	d2e1959005Meyers-1905	König [2]	span	Rey
28757	d2e1959005Meyers-1905	König [2]	tschech	Král
28757	d2e1959005Meyers-1905	König [2]	poln	Król
28757	d2e1959005Meyers-1905	König [2]	russ	Korólj
28757	d2e1959005Meyers-1905	König [2]	ungar	Király
28757	d2e1959005Meyers-1905	König [2]	lat	Carolus
28767	d2e1960203Meyers-1905	Königsboden	lat	Fundus regius
28772	d2e1961146Meyers-1905	Königssilber	franz	Argent le roi
28799	d2e1962589Meyers-1905	Konkordánz	lat	concordantia
28802	d2e1962832Meyers-1905	Konkordĭenformel	lat	Formula Concordiae
28807	d2e1963051Meyers-1905	Konkubināt	lat	concubinatus
28809	d2e1963105Meyers-1905	Konkurrenz	franz	concurrence
28809	d2e1963105Meyers-1905	Konkurrenz	lat	concurrere
28811	d2e1963275Meyers-1905	Konkurs	lat	concursus
28821	d2e1963941Meyers-1905	Konnossement	franz	Connaissement Police de
28821	d2e1963941Meyers-1905	Konnossement	engl	Bill of lading
28821	d2e1963941Meyers-1905	Konnossement	ital	Conoscimento Polizza di
28821	d2e1963941Meyers-1905	Konnossement	span	Conocimiento
28846	d2e1965200Meyers-1905	Konservatorĭum	ital	Conservatorio
28846	d2e1965200Meyers-1905	Konservatorĭum	franz	Conservatoire
28865	d2e1966068Meyers-1905	Konsols	engl	consols
28866	d2e1966088Meyers-1905	Konsommee	franz	consommé
28873	d2e1966236Meyers-1905	Konstabler	lat	constabularius
28875	d2e1966353Meyers-1905	Konstantin	lat	Constantinus
28889	d2e1967708Meyers-1905	Konstituierende Versammlung	franz	Constituante
28903	d2e1968207Meyers-1905	Konsul [1]	lat	consul
28912	d2e1968750Meyers-1905	Konsúlt	lat	consultum
28926	d2e1969122Meyers-1905	Kontakt	lat	contactus
28930	d2e1969439Meyers-1905	Kontant	franz	comptant
28930	d2e1969439Meyers-1905	Kontant	ital	contante
28937	d2e1969624Meyers-1905	Konténta	lat	contenta
28938	d2e1969644Meyers-1905	Konténten	ital	Portata
28941	d2e1969711Meyers-1905	Konter...	franz	contre
28946	d2e1969910Meyers-1905	Konterfei	franz	contrefait
28948	d2e1969957Meyers-1905	Kontergarde	franz	contregarde
28949	d2e1970014Meyers-1905	Konterkarieren	franz	contre carrer
28956	d2e1970159Meyers-1905	Konterorder	franz	contre ordre
28959	d2e1970258Meyers-1905	Kontertanz	franz	contre danse
28967	d2e1970566Meyers-1905	Kontingént	lat	contingens
28970	d2e1970785Meyers-1905	Konto	ital	Conto
28971	d2e1970871Meyers-1905	Kontokorrént	ital	Conto corrente
28971	d2e1970871Meyers-1905	Kontokorrént	frz	Comptecourant
28971	d2e1970871Meyers-1905	Kontokorrént	engl	Account current
28973	d2e1971142Meyers-1905	Kontōr	franz	Comptoir
28974	d2e1971208Meyers-1905	Kontornĭaten	ital	Contorniati
28978	d2e1971317Meyers-1905	Kontrabaß	ital	Contrabasso
28978	d2e1971317Meyers-1905	Kontrabaß	franz	Contrebasse
28978	d2e1971317Meyers-1905	Kontrabaß	engl	Double bass
28987	d2e1971603Meyers-1905	Kontrákt [1]	lat	contractus
28996	d2e1971882Meyers-1905	Kontrapost	ital	contrapposto
28998	d2e1971958Meyers-1905	Konträr	franz	contraire
29003	d2e1972065Meyers-1905	Kontrast [1]	franz	contraste
29008	d2e1972306Meyers-1905	Kontrazettel	engl	Voucher
29009	d2e1972341Meyers-1905	Kontreskarpe	franz	contre escarpe
29013	d2e1972537Meyers-1905	Kontrolle	franz	contrôle
29017	d2e1972765Meyers-1905	Kontroverse	lat	controversia
29018	d2e1972832Meyers-1905	Kontumāz	lat	contumacia
29019	d2e1972870Meyers-1905	Kontūr	franz	contour
29019	d2e1972870Meyers-1905	Kontūr	ital	contorno
29028	d2e1973104Meyers-1905	Konvént	lat	conventus
29038	d2e1973532Meyers-1905	Konvérter	engl	converter
29042	d2e1973690Meyers-1905	Konvikt	lat	convictus
29053	d2e1973954Meyers-1905	Konvulsionäre	franz	convulsionnaires
29057	d2e1974032Meyers-1905	Konzentration [1]	lat	centrum
29062	d2e1974252Meyers-1905	Konzépt	lat	conceptum
29066	d2e1974383Meyers-1905	Konzért	ital	concerto
29066	d2e1974383Meyers-1905	Konzért	lat	concertare
29068	d2e1974576Meyers-1905	Konzertmeister	franz	Violon solo
29068	d2e1974576Meyers-1905	Konzertmeister	engl	Leader
29072	d2e1974707Meyers-1905	Konzīl	lat	Concilium
29074	d2e1974796Meyers-1905	Konzinn	lat	concinnus
29076	d2e1974839Meyers-1905	Konzīs	lat	concisus
29092	d2e1975679Meyers-1905	Kopenhagen	lat	Hafnia
29104	d2e1977173Meyers-1905	Kopfsteuer	franz	Capitation
29108	d2e1977384Meyers-1905	Kopīe	lat	copia
29120	d2e1978034Meyers-1905	Koppel [2]	lat	Copula
29134	d2e1978618Meyers-1905	Köprülü [1]	türk	köprü
29136	d2e1978716Meyers-1905	Kops	engl	cops
29138	d2e1978924Meyers-1905	Kopŭla	lat	copula
29149	d2e1979789Meyers-1905	Korallenkalk	engl	Coral rag
29158	d2e1980611Meyers-1905	Korbball	engl	Basket ball
29161	d2e1981138Meyers-1905	Kordelatsch	ital	coltellaccio
29163	d2e1981192Meyers-1905	Kordieren	franz	corder cordonner
29164	d2e1981230Meyers-1905	Kordilleren	span	Cordilléras
29166	d2e1981543Meyers-1905	Kordon	franz	cordon
29183	d2e1982570Meyers-1905	Korjāken	russ	kora
29184	d2e1982639Meyers-1905	Kork [1]	lat	Suber
29197	d2e1984046Meyers-1905	Kornett [1]	ital	cornetto
29197	d2e1984046Meyers-1905	Kornett [1]	franz	cornet
29198	d2e1984084Meyers-1905	Kornett [2]	span	corneta
29198	d2e1984084Meyers-1905	Kornett [2]	franz	cornette
29211	d2e1984702Meyers-1905	Kornūt	lat	cornutus
29216	d2e1985043Meyers-1905	Korollār	lat	Corollarium
29217	d2e1985063Meyers-1905	Korolle	lat	corolla
29230	d2e1985631Meyers-1905	Körper	lat	corpus
29235	d2e1986090Meyers-1905	Korporāl	franz	caporal
29235	d2e1986090Meyers-1905	Korporāl	ital	caporále
29237	d2e1986175Meyers-1905	Korps	franz	corps
29242	d2e1986541Meyers-1905	Korreāl	lat	corrëus
29259	d2e1987060Meyers-1905	Korrespondentreeder	franz	Armateur
29259	d2e1987060Meyers-1905	Korrespondentreeder	engl	Husband of ship
29260	d2e1987086Meyers-1905	Korrespondénz	franz	correspondance
29274	d2e1987467Meyers-1905	Korsār	ital	corsaro
29274	d2e1987467Meyers-1905	Korsār	franz	corsaire
29274	d2e1987467Meyers-1905	Korsār	span	corsario
29276	d2e1987596Meyers-1905	Korsett	franz	corset
29277	d2e1987676Meyers-1905	Korsika	franz	la Corse
29278	d2e1987877Meyers-1905	Korso	ital	corso
29283	d2e1988487Meyers-1905	Korvette	lat	corbita
29335	d2e1991684Meyers-1905	Kostüm	ital	costume
29335	d2e1991684Meyers-1905	Kostüm	franz	costume
29344	d2e1992168Meyers-1905	Kote [2]	franz	cote
29344	d2e1992168Meyers-1905	Kote [2]	lat	quota
29345	d2e1992218Meyers-1905	Kotelett	franz	côtelette
29352	d2e1992474Meyers-1905	Kothúrn	griech	kóthornos
29352	d2e1992474Meyers-1905	Kothúrn	lat	cothurnus
29353	d2e1992514Meyers-1905	Kotieren	franz	coter
29368	d2e1993712Meyers-1905	Kötzer	engl	Cop
29370	d2e1994016Meyers-1905	Kouvreface	franz	couvre face
29384	d2e1995544Meyers-1905	Kraftlinienstreuung	engl	Leakage
29388	d2e1995822Meyers-1905	Kraftstuhl	engl	Power loom
29390	d2e1996210Meyers-1905	Kragen	mittelhochd	krage
29437	d2e2000466Meyers-1905	Krankentaufe	lat	Baptismus clinicorum
29438	d2e2000505Meyers-1905	Krankenträger	franz	Brancardiers
29440	d2e2000805Meyers-1905	Krankheit	lat	Morbus
29440	d2e2000805Meyers-1905	Krankheit	griech	nosos pathos
29449	d2e2002295Meyers-1905	Krapüle	franz	crapule
29471	d2e2003388Meyers-1905	Krätze [2]	lat	Scabies
29484	d2e2004876Meyers-1905	Krawatte	franz	cravate
29493	d2e2005319Meyers-1905	Krebs [5]	lat	Carcinoma
29493	d2e2005319Meyers-1905	Krebs [5]	lat	Cancer
29498	d2e2006195Meyers-1905	Kredénz	ital	credenza
29501	d2e2006295Meyers-1905	Kredīt	lat	creditum
29501	d2e2006295Meyers-1905	Kredīt	ital	crédito
29501	d2e2006295Meyers-1905	Kredīt	franz	crédit
29519	d2e2008189Meyers-1905	Krëieren	lat	creare
29521	d2e2008250Meyers-1905	Kreis [1]	lat	Circulus
29543	d2e2010820Meyers-1905	Kreolen	span	criollo
29546	d2e2010959Meyers-1905	Kreosōt	griech	kreas
29551	d2e2011133Meyers-1905	Krepp	franz	crêpe
29566	d2e2012531Meyers-1905	Kreuz [1]	lat	Crux
29571	d2e2013860Meyers-1905	Kreuzeserfindung	lat	Inventio sanctae crucis
29572	d2e2013893Meyers-1905	Kreuzeserhöhung	lat	Exaltatio sanctae crucis
29585	d2e2015470Meyers-1905	Kreuzverhör	engl	Cross examination
29586	d2e2015740Meyers-1905	Kreuzzugsbullen	lat	Bullae cruciatae
29590	d2e2015915Meyers-1905	Kricket	engl	cricket
29609	d2e2019993Meyers-1905	Kriegszustand	franz	Etat de guerre
29613	d2e2020293Meyers-1905	Krim	franz	la Crimée
29630	d2e2022077Meyers-1905	Krippe [2]	franz	Crèche
29630	d2e2022077Meyers-1905	Krippe [2]	ital	Presepio
29633	d2e2022269Meyers-1905	Kristall	griech	krýstallos
29658	d2e2025633Meyers-1905	Krocket	engl	croquet
29661	d2e2025829Meyers-1905	Kroki	franz	croquis
29665	d2e2026164Meyers-1905	Krokro	engl	craw craw
29671	d2e2026372Meyers-1905	Kromlech	kelt	crom
29677	d2e2026746Meyers-1905	Krone [3]	lat	corona
29683	d2e2027757Meyers-1905	Kronglas	engl	Crownglass
29713	d2e2030144Meyers-1905	Krug [2]	altniederländ	kroeg
29722	d2e2031039Meyers-1905	Krummhorn	franz	Cromorne
29722	d2e2031039Meyers-1905	Krummhorn	ital	Cormorne
29725	d2e2031157Meyers-1905	Krummstab	lat	pedum
29731	d2e2031652Meyers-1905	Kruppade	franz	croupade
29732	d2e2031672Meyers-1905	Kruppe	franz	croupe
29742	d2e2032265Meyers-1905	Kruzifix	lat	crucifixus
29742	d2e2032265Meyers-1905	Kruzifix	holländ	Kruisbeeld
29777	d2e2034089Meyers-1905	Knbieren	franz	cuber
29780	d2e2034400Meyers-1905	Kubus	lat	Cubus
29810	d2e2037368Meyers-1905	Kuh [2]	pers	Koh
29820	d2e2038426Meyers-1905	Kühlte	holländ	koelte
29821	d2e2038816Meyers-1905	Kuhreigen	franz	Ranz de vaches
29824	d2e2039054Meyers-1905	Kujōn	franz	coyon
29824	d2e2039054Meyers-1905	Kujōn	ital	coglione
29832	d2e2039418Meyers-1905	Kukurbitation	lat	cucurbita
29837	d2e2039637Meyers-1905	Kulant	franz	coulant
29838	d2e2039657Meyers-1905	Külasse	franz	culasse
29844	d2e2039986Meyers-1905	Kulisse	franz	coulisse
29858	d2e2040741Meyers-1905	Kulteranisten	span	Culteranos
29878	d2e2042698Meyers-1905	Kumpan	franz	compaing compain
29898	d2e2043545Meyers-1905	Künette	franz	cunette cuvette
29906	d2e2043880Meyers-1905	Kunkel	franz	quenouille
29906	d2e2043880Meyers-1905	Kunkel	spätlat	conucula
29958	d2e2051287Meyers-1905	Kuppelei	lat	Lenocinium
29959	d2e2051392Meyers-1905	Kuppeln	lat	copula
29961	d2e2052091Meyers-1905	Kupulārbildungen	lat	cupula
29963	d2e2052170Meyers-1905	Kur [1]	althochd	kür
29964	d2e2052188Meyers-1905	Kur [2]	lat	cura
29969	d2e2052320Meyers-1905	Kuránt	franz	courant
29971	d2e2052403Meyers-1905	Küraß	franz	cuirasse
29973	d2e2052449Meyers-1905	Kurāt	franz	Curé
29973	d2e2052449Meyers-1905	Kurāt	engl	Curate
29980	d2e2052955Meyers-1905	Kurbette	franz	courbette
29985	d2e2053500Meyers-1905	Kurfürsten	althochd	kur
29985	d2e2053500Meyers-1905	Kurfürsten	lat	Electores
29992	d2e2053904Meyers-1905	Kurĭe	lat	curia
29993	d2e2053960Meyers-1905	Kurīer	franz	courrier
29995	d2e2054095Meyers-1905	Kurĭonen	lat	curiones
29996	d2e2054119Meyers-1905	Kuriōs	lat	curiosus
29996	d2e2054119Meyers-1905	Kuriōs	franz	curieux
30005	d2e2054933Meyers-1905	Kurrecht	altd	kür
30005	d2e2054933Meyers-1905	Kurrecht	lat	Jus optionis
30006	d2e2054959Meyers-1905	Kurrénde	lat	currere
30008	d2e2055029Meyers-1905	Kurs [1]	lat	cursus
30008	d2e2055029Meyers-1905	Kurs [1]	franz	cours
30010	d2e2055559Meyers-1905	Kürschner	mittelhochd	kürsen
30010	d2e2055559Meyers-1905	Kürschner	althochd	chursinna
30016	d2e2055980Meyers-1905	Kurtīne	franz	courtine
30017	d2e2056022Meyers-1905	Kurtisan	franz	courtisan
30031	d2e2057223Meyers-1905	Kurzwaren	franz	Quincaillerie Mercerie
30035	d2e2057390Meyers-1905	Kuschen	franz	coucher
30043	d2e2057909Meyers-1905	Kußtafel	lat	Pax
30049	d2e2058473Meyers-1905	Küstenfrachtfahrt	franz	Cabotage
