	EntryID	Headword	Origin language	Lemma synonym
18842	d2e1211727Meyers-1905	Fünfzehnerspiel	engl	Boss puzzle
18856	d2e1212633Meyers-1905	Furage	franz	fourrage
18858	d2e1212704Meyers-1905	Furbesco	ital	furbo
18872	d2e1213320Meyers-1905	Furīer	franz	fourrier
18879	d2e1213597Meyers-1905	Furnīere	franz	Plaques
18880	d2e1213680Meyers-1905	Furnieren	franz	plaquer
18886	d2e1214026Meyers-1905	Fürst [1]	althochd	furisto
18886	d2e1214026Meyers-1905	Fürst [1]	engl	the first
18886	d2e1214026Meyers-1905	Fürst [1]	lat	princeps
18886	d2e1214026Meyers-1905	Fürst [1]	franz	prince
18902	d2e1215562Meyers-1905	Füsiliere	franz	fusil
18911	d2e1216103Meyers-1905	Fußball	engl	Football
18918	d2e1217349Meyers-1905	Fustage	altfranz	iust
18942	d2e1219832Meyers-1905	Fylgien	altnord	Fylgjur
18950	d2e1220284Meyers-1905	Gabache	span	gabacho
18952	d2e1220346Meyers-1905	Gabarre	span	Gabarra
18979	d2e1222449Meyers-1905	Gagāt	franz	Jais
18979	d2e1222449Meyers-1905	Gagāt	engl	Jet
19030	d2e1224961Meyers-1905	Galáxias	lat	Circulus lacteus Via
19050	d2e1226108Meyers-1905	Galgen	althochd	galgo
19051	d2e1226215Meyers-1905	Galgenvogel [1]	franz	Pendard
19053	d2e1226362Meyers-1905	Galicĭeu	span	Galicia
19078	d2e1229325Meyers-1905	Gallérte	mittellat	galatina
19078	d2e1229325Meyers-1905	Gallérte	ital	gelatina
19086	d2e1230657Meyers-1905	Gallimatthias	franz	galímatias
19096	d2e1231422Meyers-1905	Galloway	lat	Gallwegia
19103	d2e1232035Meyers-1905	Galonen	franz	galons
19105	d2e1232070Meyers-1905	Galopp [1]	got	galhàupan
19107	d2e1232130Meyers-1905	Galosche	lat	gallica
19121	d2e1234172Meyers-1905	Gamaschen	franz	gamaches
19140	d2e1235217Meyers-1905	Ganaschen	franz	ganaches
19146	d2e1235583Meyers-1905	Ganerbschaft	althochd	geanervo
19146	d2e1235583Meyers-1905	Ganerbschaft	lat	coheres
19162	d2e1236737Meyers-1905	Gangsystem	engl	gang
19193	d2e1238556Meyers-1905	Garantīe	althochd	werên
19195	d2e1238665Meyers-1905	Garantieklage	franz	Actionen garantie
19224	d2e1240201Meyers-1905	Gardīne	ital	cortina
19258	d2e1242772Meyers-1905	Garonne	lat	Garumna
19262	d2e1243016Meyers-1905	Garrotte	span	garrote
19294	d2e1247567Meyers-1905	Gaskonade	franz	gasconnade
19307	d2e1248936Meyers-1905	Gasterēa	griech	gastēr
19351	d2e1250856Meyers-1905	Gatt	engl	gate
19359	d2e1251158Meyers-1905	Gau	got	gavi
19359	d2e1251158Meyers-1905	Gau	althochd	gowi gawi
19359	d2e1251158Meyers-1905	Gau	mittelhochd	gou gen
19404	d2e1254324Meyers-1905	G dur	ital	Sol maggiore
19404	d2e1254324Meyers-1905	G dur	franz	Sol majeur
19404	d2e1254324Meyers-1905	G dur	engl	G major
19426	d2e1257471Meyers-1905	Geburt	lat	partus
19428	d2e1257898Meyers-1905	Geburtszange	lat	Forceps
19436	d2e1258637Meyers-1905	Gedankenstrich	franz	Tiret Moins
19436	d2e1258637Meyers-1905	Gedankenstrich	engl	Break Dash
19447	d2e1259655Meyers-1905	Gefährte	lat	Comes
19477	d2e1263467Meyers-1905	Gegenrechnung	franz	Décompte
19477	d2e1263467Meyers-1905	Gegenrechnung	engl	Contra account
19485	d2e1264854Meyers-1905	Geheime Wissenschaften	franz	Sciences occultes
19515	d2e1269614Meyers-1905	Geisel	lat	Obses
19526	d2e1270922Meyers-1905	Geistesgabe	griech	Charisma
19529	d2e1271401Meyers-1905	Geistestaufe	lat	Baptismus flaminis
19531	d2e1272110Meyers-1905	Geiz [1]	althochd	kîdi
19532	d2e1272133Meyers-1905	Geiz [2]	althochd	kît
19541	d2e1272767Meyers-1905	Gelatineblättchen	engl	Gelatine disks
19541	d2e1272767Meyers-1905	Gelatineblättchen	neulat	Gelatinae medicatae
19549	d2e1273388Meyers-1905	Gelbfieber	span	amarillo
19562	d2e1274937Meyers-1905	Gelee	franz	gelée
19582	d2e1276792Meyers-1905	Gelübde	lat	Votum
19592	d2e1278643Meyers-1905	Gemeinplatz	lat	Locus communis
19593	d2e1278677Meyers-1905	Gemeinschaft der Heiligen	lat	Communio sanctorum
19600	d2e1279216Meyers-1905	Gemischte Stimmen	ital	Coro pieno
19600	d2e1279216Meyers-1905	Gemischte Stimmen	lat	Plenus chorus
19620	d2e1280498Meyers-1905	Gendarmen	franz	Gendarmes
19635	d2e1281637Meyers-1905	Generalĭen	lat	Generalia
19637	d2e1281741Meyers-1905	Generalisation	lat	genus
19647	d2e1282394Meyers-1905	Generalstab	franz	Etat major général
19659	d2e1283102Meyers-1905	Generös	franz	généreux
19677	d2e1283587Meyers-1905	Genf [1]	franz	Genève
19677	d2e1283587Meyers-1905	Genf [1]	ital	Ginevra
19679	d2e1284065Meyers-1905	Genfer See	lat	Lacus Lemanus
19683	d2e1284347Meyers-1905	Genie [1]	lat	genius
19685	d2e1284605Meyers-1905	Genieren	franz	gêner
19687	d2e1284823Meyers-1905	Genitīv	lat	Genitivus
19703	d2e1285797Meyers-1905	Genovēva	franz	Geneviève
19710	d2e1286145Meyers-1905	Gent	franz	Gand
19718	d2e1286749Meyers-1905	Gentilĭa	lat	Nomina g
19728	d2e1287154Meyers-1905	Genŭa [2]	ital	Genova
19728	d2e1287154Meyers-1905	Genŭa [2]	franz	Gênes
19817	d2e1294553Meyers-1905	Gerbulieren	ital	garbellare
19820	d2e1294717Meyers-1905	Gerechtigkeit Gottes	lat	Justitia Dei
19824	d2e1294850Meyers-1905	Gerénz	lat	gerere
19827	d2e1294950Meyers-1905	Gerhab	mittelhochd	gêrhabe
19828	d2e1294967Meyers-1905	Gerhard [1]	althochd	gêrhart
19840	d2e1296372Meyers-1905	Gerichtsschreiber	lat	Actuarius
19840	d2e1296372Meyers-1905	Gerichtsschreiber	franz	Greffier
19840	d2e1296372Meyers-1905	Gerichtsschreiber	engl	Clerk
19841	d2e1296475Meyers-1905	Gerichtsstand	lat	Forum
19843	d2e1296848Meyers-1905	Gerichtsvollzieher	franz	Huissier
19874	d2e1300370Meyers-1905	Gerstenkorn [1]	engl	Barley Corn
19878	d2e1300614Meyers-1905	Gertrud	althochd	Gêrdrûd
19891	d2e1301313Meyers-1905	Ges	ital	Sol bemolle
19891	d2e1301313Meyers-1905	Ges	franz	Sol bémol
19891	d2e1301313Meyers-1905	Ges	engl	G flat
19904	d2e1302998Meyers-1905	Geschichte	lat	Historia
19914	d2e1304945Meyers-1905	Geschoß [2]	franz	Etage
19927	d2e1307914Meyers-1905	Geselle	althochd	gisello
19929	d2e1308280Meyers-1905	Gesellschaft [2]	latein	Societas
19930	d2e1308362Meyers-1905	Gesellschaft des heiligen Herzens Jesu	franz	Société du Sacré
19934	d2e1308861Meyers-1905	Gesenke	slaw	jesnik
19935	d2e1308919Meyers-1905	Gesetz [1]	lat	Lex
19935	d2e1308919Meyers-1905	Gesetz [1]	franz	Loi
19935	d2e1308919Meyers-1905	Gesetz [1]	engl	Law
19936	d2e1309099Meyers-1905	Gesetzbuch	lat	Codex
19936	d2e1309099Meyers-1905	Gesetzbuch	franz	Code
19939	d2e1309312Meyers-1905	Gesetzgebender Körper	franz	Corps législatif
19944	d2e1310264Meyers-1905	Gesichtskrampf	franz	Tic convulsif
19951	d2e1310788Meyers-1905	Gesinde	althochd	gasindi kisintscaf
19958	d2e1312031Meyers-1905	Gespons	lat	sponsus sponsa
19968	d2e1312500Meyers-1905	Geste	lat	gestus
19978	d2e1313496Meyers-1905	Gestreng	lat	strenuus
20003	d2e1316637Meyers-1905	Getto	ital	ghetto
20032	d2e1320598Meyers-1905	Gewere	althochd	werjan
20032	d2e1320598Meyers-1905	Gewere	got	vasjan
20032	d2e1320598Meyers-1905	Gewere	lat	vestitura investitura
20035	d2e1320708Meyers-1905	Gewerkvereine	engl	Trades Unions
20038	d2e1321281Meyers-1905	Gewinn	franz	profit
20039	d2e1321393Meyers-1905	Gewissen	mittelhochd	gewizzen
20093	d2e1325206Meyers-1905	Gibbōs	lat	gibbosus
20099	d2e1325903Meyers-1905	Gichtiger Mund	altd	gichen jehen
20117	d2e1327724Meyers-1905	Gift	lat	Venēnum Virus
20126	d2e1330227Meyers-1905	Gigerl	mittelhochd	giege giegel
20176	d2e1332481Meyers-1905	Gimpe	franz	Ganse
20178	d2e1332580Meyers-1905	Gimpel [2]	mittelhochd	gumpel
20217	d2e1333889Meyers-1905	Gips	mittellat	gypsum
20217	d2e1333889Meyers-1905	Gips	griech	gýpsos
20220	d2e1334515Meyers-1905	Gipsy	neugriech	Gyptis
20220	d2e1334515Meyers-1905	Gipsy	türk	Kibdi
20221	d2e1334535Meyers-1905	Gipüre	franz	guipure
20226	d2e1334797Meyers-1905	Girande	ital	girare
20227	d2e1334820Meyers-1905	Girandole	ital	Girandola
20241	d2e1335724Meyers-1905	Girlande	franz	guirlande
20241	d2e1335724Meyers-1905	Girlande	ital	ghirlanda
20243	d2e1335825Meyers-1905	Giro	lat	gyrus
20251	d2e1336207Meyers-1905	Gis	ital	Sol diesi
20251	d2e1336207Meyers-1905	Gis	franz	Sol dièse
20251	d2e1336207Meyers-1905	Gis	engl	G sharp
20255	d2e1336585Meyers-1905	Gissen	engl	guess
20257	d2e1336640Meyers-1905	Gitarre	franz	guitare
20257	d2e1336640Meyers-1905	Gitarre	ital	chitarra
20257	d2e1336640Meyers-1905	Gitarre	span	guitarra
20283	d2e1337701Meyers-1905	Gjaur	arab	kâfir
20283	d2e1337701Meyers-1905	Gjaur	türk	kiâfir
20295	d2e1338223Meyers-1905	Gladĭatoren	lat	gladius
20341	d2e1343941Meyers-1905	Glaube	lat	Fides
20342	d2e1344003Meyers-1905	Glaubensartikel	lat	Articuli fidei
20344	d2e1344121Meyers-1905	Glaubensregel	lat	Regula fidei
20365	d2e1345610Meyers-1905	Gleichnis	lat	Simile
20369	d2e1346610Meyers-1905	Gleis	mittelhochd	leis
20371	d2e1346917Meyers-1905	Gleitende Skala	engl	Sliding scale
20380	d2e1347269Meyers-1905	Glenner	rom	Glogn
20400	d2e1348709Meyers-1905	Gliederpuppe	franz	Mannequin
20406	d2e1349528Meyers-1905	Glimpf	althochd	gilimpf
20409	d2e1349710Meyers-1905	Gliōm	griech	glía
20414	d2e1349861Meyers-1905	Glissando	franz	glisser
20425	d2e1350986Meyers-1905	Glockenspiel	franz	Carillon
20425	d2e1350986Meyers-1905	Glockenspiel	ital	Gariglione
20426	d2e1351119Meyers-1905	Glockenton [1]	ital	Nota sostenuta
20433	d2e1351684Meyers-1905	Glorĭe	lat	gloria
20491	d2e1354988Meyers-1905	Glyzerin	griech	glykerós
20493	d2e1355410Meyers-1905	G moll	ital	Sol minore
20493	d2e1355410Meyers-1905	G moll	franz	Sol mineur
20493	d2e1355410Meyers-1905	G moll	engl	G minor
20494	d2e1355587Meyers-1905	Gnade	lat	Gratia
20496	d2e1355956Meyers-1905	Gnadenmittel	lat	Media gratiae salutis
20502	d2e1356809Meyers-1905	Gnidelsteine	fries	Glüürstijne
20504	d2e1356956Meyers-1905	Gnome	lat	Sententia
20549	d2e1359522Meyers-1905	Goët	griech	góēs
20575	d2e1362367Meyers-1905	Goldener Schnitt	lat	Sectio aurea
20586	d2e1363763Meyers-1905	Goldkrone	franz	Couronne
20599	d2e1366290Meyers-1905	Goldwage	franz	Biquet
20604	d2e1366661Meyers-1905	Golf [1]	franz	Golfe
20604	d2e1366661Meyers-1905	Golf [1]	griech	kolpos
20637	d2e1369020Meyers-1905	Gondel	ital	góndola
20641	d2e1369264Meyers-1905	Gonfalóne	althochd	gundfano
20672	d2e1371088Meyers-1905	Goralen	poln	góra
20734	d2e1377404Meyers-1905	Gottesfriede	franz	Trève de Dieu
20738	d2e1377756Meyers-1905	Gottfried	althochd	Cótafrit
20744	d2e1379053Meyers-1905	Gouachemalerei	ital	guazzo
20769	d2e1380023Meyers-1905	Goût	lat	gustus
20770	d2e1380043Meyers-1905	Goûter	franz	Goûté
20771	d2e1380061Meyers-1905	Goutte	lat	gutta
20790	d2e1381456Meyers-1905	Grabenschere	franz	Tenaille
20808	d2e1383019Meyers-1905	Graecostasis	lat	Graecostadium
20830	d2e1384144Meyers-1905	Graf [1]	lat	Comes
20830	d2e1384144Meyers-1905	Graf [1]	franz	Comte
20830	d2e1384144Meyers-1905	Graf [1]	engl	Earl
20830	d2e1384144Meyers-1905	Graf [1]	ital	Conte
20853	d2e1385751Meyers-1905	Gramm	franz	Gramme
20871	d2e1386396Meyers-1905	Grān	lat	Granum
20871	d2e1386396Meyers-1905	Grān	holländ	Grein
20871	d2e1386396Meyers-1905	Grān	engl	Grain
20871	d2e1386396Meyers-1905	Grān	span	Grano
20871	d2e1386396Meyers-1905	Grān	portug	Grão
20874	d2e1386488Meyers-1905	Gran [3]	lat	Strigonium
20878	d2e1386854Meyers-1905	Granarĭen	lat	granum
20879	d2e1387242Meyers-1905	Granaten	ital	granāta
20890	d2e1387912Meyers-1905	Granden	span	Grandes
20896	d2e1388012Meyers-1905	Grandéza	ital	Grandezza
20938	d2e1389636Meyers-1905	Granŭla	franz	granules
20941	d2e1389697Meyers-1905	Granulieren	lat	granum
20956	d2e1390743Meyers-1905	Graphīt	griech	graphein
20991	d2e1393835Meyers-1905	Graubünden	franz	les Grisons
20991	d2e1393835Meyers-1905	Graubünden	rätoroman	ils Grischuns
20991	d2e1393835Meyers-1905	Graubünden	ital	i Grigioni
21016	d2e1395452Meyers-1905	Gravieren [1]	lat	gravare
21017	d2e1395478Meyers-1905	Gravieren [2]	franz	graver
21024	d2e1395657Meyers-1905	Gravitation	lat	gravis
21032	d2e1396189Meyers-1905	Grazĭe [1]	lat	gratia
21034	d2e1396263Meyers-1905	Grazīl	lat	gracilis
21035	d2e1396283Meyers-1905	Grazĭös	franz	gracieux
21036	d2e1396305Meyers-1905	Graziōso [1]	ital	con grazĭa
21101	d2e1399058Meyers-1905	Greif [1]	althochd	grîfo
21101	d2e1399058Meyers-1905	Greif [1]	lat	gryps
21114	d2e1400129Meyers-1905	Grenadiere	franz	Grenadiers
21175	d2e1408458Meyers-1905	Grimasse	franz	grimace
21211	d2e1411811Meyers-1905	Gros [3]	weibl	grosse
21215	d2e1412120Meyers-1905	Groß [1]	franz	grosse
21215	d2e1412120Meyers-1905	Groß [1]	ital	grossa
21215	d2e1412120Meyers-1905	Groß [1]	engl	gross
21215	d2e1412120Meyers-1905	Groß [1]	span	gruesa
21215	d2e1412120Meyers-1905	Groß [1]	port	groza
21222	d2e1417536Meyers-1905	Große Armee	franz	Grande armée
21230	d2e1418173Meyers-1905	Großfürst	russ	Welīki Knjäs
21230	d2e1418173Meyers-1905	Großfürst	franz	Grandduc
21233	d2e1418533Meyers-1905	Großherzog	franz	Grand duc
21233	d2e1418533Meyers-1905	Großherzog	engl	Grand duke
21233	d2e1418533Meyers-1905	Großherzog	ital	Granduca
21234	d2e1418631Meyers-1905	Großhundert	engl	Long
21242	d2e1419315Meyers-1905	Großoolith	engl	Great Oolite
21253	d2e1420495Meyers-1905	Grotesk	ital	grottésco
21303	d2e1426828Meyers-1905	Grünes Vorgebirge	portug	Cabo verde
21305	d2e1427130Meyers-1905	Grünholz	engl	Greenheart
21309	d2e1427932Meyers-1905	Grupp	ital	gruppo
21310	d2e1427998Meyers-1905	Gruppe [2]	ital	groppa
21312	d2e1428147Meyers-1905	Gruppetto	ital	Gruppo Groppo
21372	d2e1431054Meyers-1905	Guardiān	mittellat	guardianus
21372	d2e1431054Meyers-1905	Guardiān	ital	guardiáno
21403	d2e1432831Meyers-1905	Gudrun	mittelhochd	Kûtrûn
21448	d2e1434498Meyers-1905	Gugel	lat	cucullus
21452	d2e1434679Meyers-1905	Guhus	engl	Goonze
21499	d2e1436421Meyers-1905	Guinea	franz	Guinée
21521	d2e1437786Meyers-1905	Gulack	niederl	Goelack
21535	d2e1438938Meyers-1905	Gummi	griech	kómmi
21558	d2e1440885Meyers-1905	Günter [2]	altd	Gúntheri
21564	d2e1441534Meyers-1905	Gurde	franz	gourde
21564	d2e1441534Meyers-1905	Gurde	lat	cucurbita
21565	d2e1441613Meyers-1905	Gurgel	lat	gurgulio
21570	d2e1441886Meyers-1905	Gurke	poln	ogurek
21570	d2e1441886Meyers-1905	Gurke	böhm	okurka
21598	d2e1444715Meyers-1905	Gute Dienste	franz	Bons offices
21607	d2e1445703Meyers-1905	Guter Ton	franz	bon ton
21608	d2e1446054Meyers-1905	Gute Werke	lat	bona opera
21698	d2e1451268Meyers-1905	H [2]	franz	Si
21699	d2e1451322Meyers-1905	Haag [1]	franz	la Haye
21699	d2e1451322Meyers-1905	Haag [1]	lat	Haga comitis
21719	d2e1454312Meyers-1905	Haben	frz	avoir
21719	d2e1454312Meyers-1905	Haben	ital	avere
21719	d2e1454312Meyers-1905	Haben	engl	creditor
21728	d2e1455009Meyers-1905	Habit	lat	Habitus
21738	d2e1455525Meyers-1905	Haché	franz	Hachis
21740	d2e1455643Meyers-1905	Hachieren	franz	hacher
21744	d2e1455751Meyers-1905	Hack	lat	equus
21746	d2e1455822Meyers-1905	Hackbrett	ital	Cembalo
21746	d2e1455822Meyers-1905	Hackbrett	franz	Tympanon
21746	d2e1455822Meyers-1905	Hackbrett	engl	Dulcimer
21768	d2e1457215Meyers-1905	Hadrĭans Villa	ital	Villa Adriana
21780	d2e1458714Meyers-1905	Haff	dän	Hav
21805	d2e1460846Meyers-1905	Hagiogrăpha	hebr	Ketubim
21826	d2e1462286Meyers-1905	Haiduken	lat	Haidones
21887	d2e1467930Meyers-1905	Hālec	lat	Halex
21912	d2e1469749Meyers-1905	Halle [1]	griech	Stōa
21912	d2e1469749Meyers-1905	Halle [1]	lat	Porticus
21929	d2e1471397Meyers-1905	Halo	lat	halōs
21941	d2e1472120Meyers-1905	Halsberge	altd	halsberc
22047	d2e1479642Meyers-1905	Hanap	althochd	huapf
22053	d2e1480647Meyers-1905	Handel	lat	Commercium
22053	d2e1480647Meyers-1905	Handel	franz	Commerce
22053	d2e1480647Meyers-1905	Handel	engl	Commerce Trade
22056	d2e1481534Meyers-1905	Handelsbillett	franz	Billet
22056	d2e1481534Meyers-1905	Handelsbillett	engl	Note
22069	d2e1484712Meyers-1905	Handelszeichen	engl	Trade marks
22074	d2e1485532Meyers-1905	Handikap	engl	handicap
22078	d2e1485807Meyers-1905	Handlung	lat	Actio
22102	d2e1489579Meyers-1905	Hanke	franz	hanche
22121	d2e1491843Meyers-1905	Hantieren	franz	hanter
22138	d2e1492630Meyers-1905	Hāraß	franz	harasse
22156	d2e1493894Meyers-1905	Harem	arab	harîm
22156	d2e1493894Meyers-1905	Harem	pers	enderûn
22160	d2e1494099Meyers-1905	Harfe [2]	ital	Arpa
22160	d2e1494099Meyers-1905	Harfe [2]	franz	Harpe
22160	d2e1494099Meyers-1905	Harfe [2]	engl	Harp
22161	d2e1494238Meyers-1905	Harfeninstrumente	franz	Instruments à cordes
22170	d2e1494819Meyers-1905	Harlekin [2]	franz	Arlequin
22170	d2e1494819Meyers-1905	Harlekin [2]	ital	Arlecchino
22238	d2e1501321Meyers-1905	Hartschiere	ital	Arciere
22238	d2e1501321Meyers-1905	Hartschiere	franz	Archer
22255	d2e1502990Meyers-1905	Hasard	span	azār
22255	d2e1502990Meyers-1905	Hasard	arab	āssar
22270	d2e1504268Meyers-1905	Hasenhacke	franz	Courbe
22291	d2e1506224Meyers-1905	Hât'h	engl	Haut
22301	d2e1506855Meyers-1905	Haube	franz	Coiffe
22304	d2e1507139Meyers-1905	Haubitze	tschech	houfnice
22335	d2e1511135Meyers-1905	Haushofmeister	franz	Maître d hôtel
22335	d2e1511135Meyers-1905	Haushofmeister	ital	Majordome
22337	d2e1511467Meyers-1905	Hauskommunion	slaw	Zadruga za
22341	d2e1511755Meyers-1905	Hausmarke	altnord	bomaerke
22379	d2e1514462Meyers-1905	Hautevolee	franz	haute volée
22383	d2e1514867Meyers-1905	Hautgout	franz	haut goût
22403	d2e1516515Meyers-1905	Haverei	franz	Avarie
22403	d2e1516515Meyers-1905	Haverei	engl	Average
22403	d2e1516515Meyers-1905	Haverei	portug	Avarīa
22403	d2e1516515Meyers-1905	Haverei	span	Avería
22403	d2e1516515Meyers-1905	Haverei	skandinav	Havarie
22403	d2e1516515Meyers-1905	Haverei	holländ	Avarij
22403	d2e1516515Meyers-1905	Haverei	arab	awâr
22441	d2e1518836Meyers-1905	H dur	ital	Si maggiore
22441	d2e1518836Meyers-1905	H dur	franz	Si majeur
22441	d2e1518836Meyers-1905	H dur	engl	B minor
22456	d2e1519187Meyers-1905	Hebamme	lat	Obstetrix
22456	d2e1519187Meyers-1905	Hebamme	franz	Sage femme
22495	d2e1523280Meyers-1905	Heerbann	mittellat	Heribannus Aribannus
22495	d2e1523280Meyers-1905	Heerbann	franz	Arrière ban
22499	d2e1523815Meyers-1905	Heerschild	langobard	arischild
22517	d2e1526355Meyers-1905	Heidelberger Katechismus	lat	Catechesis palatina
22522	d2e1527885Meyers-1905	Heilige	lat	Sancti
22527	d2e1528801Meyers-1905	Heiliger Geist	lat	Spiritus sanctus
22532	d2e1529203Meyers-1905	Heilige Stätten	ital	Luoghi santi
22532	d2e1529203Meyers-1905	Heilige Stätten	franz	Lieux saints
22536	d2e1529625Meyers-1905	Heilsarmee	engl	Salvation Army
22538	d2e1529766Meyers-1905	Heilsordnung	lat	Ordo
22539	d2e1529809Meyers-1905	Heilsspiegel	lat	Speculum humanae salvationis
22548	d2e1531452Meyers-1905	Heinrich [1]	altd	Haganrih
22548	d2e1531452Meyers-1905	Heinrich [1]	lat	Heinricus
22548	d2e1531452Meyers-1905	Heinrich [1]	franz	Henri
22548	d2e1531452Meyers-1905	Heinrich [1]	engl	Henry
22548	d2e1531452Meyers-1905	Heinrich [1]	ital	Enrico
22554	d2e1533865Meyers-1905	Heirat	mittelhochd	hîrât
22622	d2e1538909Meyers-1905	Helldunkel	ital	Chiaroscuro
22622	d2e1538909Meyers-1905	Helldunkel	franz	Clair obscur
22623	d2e1538941Meyers-1905	Helle [1]	angelsächs	heal
22663	d2e1542559Meyers-1905	Hemi	lat	semi
22671	d2e1542833Meyers-1905	Hemiolīe	lat	Proportio hemiolia
22682	d2e1543398Meyers-1905	Hemmung [2]	franz	Echappement
22704	d2e1545079Meyers-1905	Hennegau	lat	Hannonia
22704	d2e1545079Meyers-1905	Hennegau	franz	le Hainaut
22762	d2e1549023Meyers-1905	Herberge	althochd	heriberga
22762	d2e1549023Meyers-1905	Herberge	ital	albergo
22762	d2e1549023Meyers-1905	Herberge	franz	auberge
22768	d2e1549443Meyers-1905	Herbōs	lat	herbōsus
22769	d2e1549474Meyers-1905	Herbst [1]	althochd	Herpist
22769	d2e1549474Meyers-1905	Herbst [1]	angelsächs	Hearfest
22769	d2e1549474Meyers-1905	Herbst [1]	lat	Auctumnus
22769	d2e1549474Meyers-1905	Herbst [1]	franz	Automne
22769	d2e1549474Meyers-1905	Herbst [1]	engl	Harvest
22773	d2e1549866Meyers-1905	Herche	altnord	Herkja
22812	d2e1553242Meyers-1905	Hermannstadt [2]	lat	Cibinium
22852	d2e1556218Meyers-1905	Herr	althochd	hêriro hêrero hêrro
22855	d2e1556556Meyers-1905	Herrengrund	slowak	Spana Dolina
22883	d2e1560115Meyers-1905	Herzog [1]	lat	Dux
22939	d2e1565365Meyers-1905	Heuer	franz	Loyer
22939	d2e1565365Meyers-1905	Heuer	engl	Wages
22956	d2e1567113Meyers-1905	Hevīter	hebr	Chiwwi
22971	d2e1567704Meyers-1905	Hexamĭton	mittellat	Examitum
22980	d2e1567936Meyers-1905	Hexe	althochd	hagazussa hazus
22980	d2e1567936Meyers-1905	Hexe	mittelhochd	hegetisse hexse
23018	d2e1571699Meyers-1905	Hiërogrammaten	griech	hierogrammāteis
23060	d2e1573517Meyers-1905	Hilderich	altd	hilt
23083	d2e1576857Meyers-1905	Himmelfahrtsfest	franz	l Ascension
23083	d2e1576857Meyers-1905	Himmelfahrtsfest	engl	Ascension day
23109	d2e1578850Meyers-1905	Hinterhalt	franz	Embuscade
23112	d2e1579124Meyers-1905	Hinterland [1]	franz	Pays d amont
23133	d2e1580417Meyers-1905	Hippodrom	griech	hippódrõmos
23181	d2e1584471Meyers-1905	His [1]	franz	Si
23185	d2e1584696Meyers-1905	Hispīd	lat	hispĭdus
23212	d2e1587145Meyers-1905	H moll	ital	Si minore
23212	d2e1587145Meyers-1905	H moll	franz	Si mineur
23212	d2e1587145Meyers-1905	H moll	engl	B minor
23235	d2e1589252Meyers-1905	Hochkirche	engl	High Church
23237	d2e1589607Meyers-1905	Hochrelief	franz	Haut relief
23241	d2e1590619Meyers-1905	Hochzeit [1]	mittelhochd	hôchgezît
23269	d2e1592461Meyers-1905	Hof [3]	lat	Curia Aula
23269	d2e1592461Meyers-1905	Hof [3]	franz	Cour
23269	d2e1592461Meyers-1905	Hof [3]	engl	Court
23280	d2e1594779Meyers-1905	Hofmeister [1]	lat	Magister Praefectus curiae
23306	d2e1598505Meyers-1905	Höhere Gewalt	lat	Vis major
23306	d2e1598505Meyers-1905	Höhere Gewalt	franz	Force majeure
23307	d2e1598705Meyers-1905	Hoherpriester	hebr	kohen haggadōl
23327	d2e1601212Meyers-1905	Hoike	franz	Heuque Huque
