	EntryID	Headword	terms	origin
86	d2e6322Meyers-1905	Abenteuer	['aventure', 'adventura']	['aus dem franz', 'aus dem mittellat']
232	d2e15598Meyers-1905	Abt [1]	[]	['v. syr']
391	d2e27491Meyers-1905	Adar	['Adda-ru']	['v. assyr']
422	d2e29123Meyers-1905	Adelphismus	['adelphos']	['v. griech']
454	d2e30581Meyers-1905	Adiabatisch	['diabasis']	['v. griech']
464	d2e30878Meyers-1905	Ädīlen	['aedes']	['v. lat']
506	d2e32650Meyers-1905	Admirāl [2]	['amîr', 'alis', 'amiral', 'admirandus']	['v. arab']
619	d2e37025Meyers-1905	Affidāvit	['affido']	['v. lat']
662	d2e41926Meyers-1905	Agāpen	['agápē']	['v. griech']
675	d2e43268Meyers-1905	Agénde	['agenda']	['v. lat']
707	d2e44837Meyers-1905	Ägir	['ahwa']	['v. altnord']
733	d2e45696Meyers-1905	Agōgik	['agōgē']	['v. griech']
749	d2e46280Meyers-1905	Agrarbanken	['ager']	['v. lat']
764	d2e47587Meyers-1905	Agrūmen	['agro']	['v. ital']
1073	d2e66473Meyers-1905	Albīnos	['albino']	['v. span']
1126	d2e70357Meyers-1905	Aleatōrisch	['alea']	['v. lat']
1142	d2e71078Meyers-1905	Alért	"[""all' erta""]"	['v. ital']
1193	d2e76457Meyers-1905	Alhāma	[]	['v. arab']
1220	d2e78115Meyers-1905	Alkalde	['alqadi']	['v. arab']
1233	d2e79625Meyers-1905	Alkoven	['al-qobbah']	['v. arab']
1283	d2e82100Meyers-1905	Alligatoren	['el lagarto']	['v. span']
1302	d2e82954Meyers-1905	Allopathie	['allos, »', 'pathein']	['v. griech']
1304	d2e83113Meyers-1905	Allotmentsystem	['allot']	['v. engl']
1337	d2e84471Meyers-1905	Almería [1]	['almárja']	['v. arab']
1342	d2e84747Meyers-1905	Almosen	['eleëmosyne']	['v. griech']
1364	d2e86012Meyers-1905	Alpen [1]	['alp', 'alb']	['v. kelt']
1384	d2e88906Meyers-1905	Alraun [1]	['rûna']	['v. got']
1438	d2e93900Meyers-1905	Altruismus	['altrui']	['vom ital']
1444	d2e94497Meyers-1905	Altvordern	['vordoro']	['v. althochdtsch']
1453	d2e94766Meyers-1905	Aluminĭum	['alumen']	['v. lat']
1496	d2e97676Meyers-1905	Amarillfieber	['amarillo']	['v. span']
1632	d2e107314Meyers-1905	Amortisation	['amortir']	['v. franz']
1638	d2e107542Meyers-1905	Ampel	[]	['v. lat']
1689	d2e111009Meyers-1905	Amucklaufen	['meng-âmok']	['vom malaiischen']
1693	d2e111163Meyers-1905	Amulett	['hamalet']	['v. arab']
1747	d2e114324Meyers-1905	Analzim	['analkis']	['v. griech']
1803	d2e118315Meyers-1905	Andelang	[]	['v. franz']
1888	d2e124640Meyers-1905	Angĭo...	['angeion', 'angos']	['v. griech']
1918	d2e126272Meyers-1905	Ängster	['Augustrum']	['vom mittellat']
1929	d2e127093Meyers-1905	Anhydrīde	['anydros']	['v. griech']
1930	d2e127211Meyers-1905	Anhydrít	['anydros']	['v. griech']
1936	d2e127507Meyers-1905	Anīl	['nîla']	['v. ind']
1965	d2e128984Meyers-1905	Anker [2]	['ankyra, ankora']	['v. griechisch']
1980	d2e130686Meyers-1905	Anna [2]	['channâh']	['v. hebr']
2112	d2e138100Meyers-1905	Anthrazēn	['anthrax']	['v. griech']
2127	d2e139179Meyers-1905	Antibaptist	['baptistes']	['v. griech']
2147	d2e139880Meyers-1905	Antīk	['antiquus']	['v. lat']
2193	d2e143158Meyers-1905	Antiquieren	['antiquus']	['v. lat']
2266	d2e147354Meyers-1905	Apatít	['apatan']	['v. griech']
2270	d2e147600Meyers-1905	Apennīn	[]	['vom kelt']
2459	d2e156667Meyers-1905	Äquātor	['aequare']	['v. lat']
2470	d2e157253Meyers-1905	Äquilibrismus	['aequilibrium']	['v. lat']
2471	d2e157274Meyers-1905	Äquilibristen	['aequilibrium']	['v. lat']
2485	d2e157986Meyers-1905	Ära	['aes']	['v. lat']
2520	d2e161251Meyers-1905	Ärār	['aes']	['v. lat']
2538	d2e163314Meyers-1905	Arbeitseinstellung	['Strike']	['vom engl']
2545	d2e164471Meyers-1905	Arbitrage	[]	['v. lat']
2596	d2e166716Meyers-1905	Archipelăgus	['Aegaeon pelagos', 'Arcipelage']	['aus dem griechischen']
2638	d2e170797Meyers-1905	Aremorĭca	['are-mor']	['v. kelt']
2705	d2e175158Meyers-1905	Arĭer	['ârya']	['v. sanskrit']
2725	d2e177230Meyers-1905	Arkade	[]	['v. lat']
2759	d2e178885Meyers-1905	Armbrust	[]	['v. lat']
2760	d2e178952Meyers-1905	Armee	['armata']	['v. mittellat']
2822	d2e184652Meyers-1905	Arrest [1]	['arrestum', 'ad', 'restare']	['v. mittellat', 'aus dem lat']
2937	d2e191707Meyers-1905	Arzt	['archiāter']	['v. griech']
2947	d2e192652Meyers-1905	Asbest	['asbéstos']	['v. griech']
3103	d2e203901Meyers-1905	Asterismus	['aster']	['v. lat']
3172	d2e208329Meyers-1905	Atavismus	['atāvus']	['v. lat']
3187	d2e208893Meyers-1905	Äternāt	['aeternum']	['v. lat']
3199	d2e209578Meyers-1905	Atheïsmus	['athĕos']	['v. griech']
3215	d2e211371Meyers-1905	Athlētik	['athlos']	['v. griech']
3260	d2e214766Meyers-1905	Ätna	['aithō', 'monte', 'dschebel']	['v. griech', 'vom ital']
3265	d2e215031Meyers-1905	Atomismus	[]	['vom griech']
3402	d2e222622Meyers-1905	Aufkantern	['canter']	['v. engl']
3410	d2e223608Meyers-1905	Aufpullen	['to pull']	['v. engl']
3500	d2e230736Meyers-1905	Aureōle	['aurum']	['v. lat']
3622	d2e241883Meyers-1905	Autodafé	['actus fidei']	['v. lat']
3681	d2e243732Meyers-1905	Aval	['ad vallem']	['v. lat']
3923	d2e257836Meyers-1905	Bafel	['bavella']	['v. ital']
4100	d2e267726Meyers-1905	Ball [2]	['ballo']	[]
4106	d2e268096Meyers-1905	Ballei	[]	['v. neulat']
4114	d2e268776Meyers-1905	Balliste	['ballein']	['v. griech']
4115	d2e268796Meyers-1905	Ballístik	['hallein']	['v. griech']
4152	d2e270860Meyers-1905	Baluster	['balaustion']	['v. griech']
4164	d2e272000Meyers-1905	Bau [1]	[]	['aus dem illyr', 'v. Pan']
4190	d2e273428Meyers-1905	Banderĭen	['banderium']	['v. neulat']
4291	d2e281416Meyers-1905	Barbecue	['barbe à queue, »']	['aus dem franz', 'vom Maul']
4310	d2e282549Meyers-1905	Barches	[]	['v. hebr']
4386	d2e287068Meyers-1905	Baro...	['báros']	['v. griech']
4396	d2e287576Meyers-1905	Baron [1]	['bar', 'ber', 'beorn', 'bero']	['v. keltischen', 'vom angelsächsischen']
4407	d2e288028Meyers-1905	Barouche	['birotus', 'Birouche']	['v. lat']
4517	d2e295007Meyers-1905	Basen	[]	['v. griech']
4641	d2e301997Meyers-1905	Battersea	['Patricsey']	['v. normänn']
5211	d2e344107Meyers-1905	Bergamotte	[]	['aus dem Türk']
5231	d2e349114Meyers-1905	Bergsturz	['rovina']	['v. ital']
5281	d2e354641Meyers-1905	Bernstein [1]	['Glesum']	['v. niederdeutschen']
5293	d2e355887Meyers-1905	Bersaglieri	['bersaglio', 'bersagliare']	['v. ital']
5294	d2e355956Meyers-1905	Bérserker	['berr', 'serkr']	['v. altnord']
5352	d2e361027Meyers-1905	Besemschon	[]	['vom holländ']
5486	d2e372611Meyers-1905	Bezoar	['bâd-sahr']	['v. pers']
5642	d2e382699Meyers-1905	Bikuspidālklappe	['bi', 'cuspis']	['v. lat']
5719	d2e388803Meyers-1905	Bio...	['bios']	['v. griech']
5773	d2e392233Meyers-1905	Birschen	['berser']	['vom altfranz']
5787	d2e393159Meyers-1905	Bischof [1]	['episkopos']	['v. griech']
5809	d2e394225Meyers-1905	Biskuit	['biscoctus']	['vom mittellat']
5840	d2e396995Meyers-1905	Biwak	[]	['vom deutschen']
5993	d2e408644Meyers-1905	Bleichsucht	['chlōros']	['v. griech']
6028	d2e411551Meyers-1905	Bleuel	['bliuwen']	['v. altd']
6090	d2e416747Meyers-1905	Blümerant	['bleu-mourant']	['aus dem franz']
6178	d2e428056Meyers-1905	Bodmerei	['bodem']	['aus dem niederdeutschen']
6307	d2e438713Meyers-1905	Bombast	['bombace', 'bombax']	['v. altfr']
6313	d2e439330Meyers-1905	Bomhart	['bombarde']	['aus dem franz']
6511	d2e453628Meyers-1905	Boß [2]	['baas']	['v. holländ']
6515	d2e453880Meyers-1905	Bossieren	['pôzan, bozen']	['v. altdeutschen']
6525	d2e454755Meyers-1905	Botanik	['botánē']	['vom griech']
6543	d2e456875Meyers-1905	Botulismus	['botulus']	['v. lat']
6574	d2e457717Meyers-1905	Bougre	['Bulgārus']	['aus dem lat']
6775	d2e465799Meyers-1905	Brahmanismus	[]	['vom sanskrit']
6822	d2e470164Meyers-1905	Branka	['brac', 'bratj']	['v. poln']
6972	d2e484496Meyers-1905	Breve	['brevis']	['v. lat']
7015	d2e485875Meyers-1905	Brief [1]	['breve']	['v. lat']
7032	d2e487291Meyers-1905	Brigade	['brigare']	['v. mittelalt']
7139	d2e493380Meyers-1905	Brom	['bromos']	['v. griech']
7230	d2e500507Meyers-1905	Brücke [2]	['brucca']	['v. althochd']
7246	d2e502688Meyers-1905	Brühl [1]	['brogilus', 'broilus']	['vom mittellat']
7265	d2e503911Meyers-1905	Brunst [1]	['brëman']	['v. althochd']
7278	d2e505827Meyers-1905	Brüsselbrunnen	['brûseln']	['v. mittelhochd']
7390	d2e516812Meyers-1905	Budget	['bougette']	['v. altfranz']
7441	d2e519926Meyers-1905	Bukanĭer	['buccan', 'boucan']	['v. karibischen']
7537	d2e526750Meyers-1905	Burg [1]	['pýrgos']	['v. griech']
7545	d2e528021Meyers-1905	Bürgermeister	['burc']	['v. mittelhochd']
7567	d2e530234Meyers-1905	Burlésk	['burla']	['v. ital']
7592	d2e531320Meyers-1905	Bursa	['býrsa']	['v. griech']
7626	d2e534307Meyers-1905	Bussŏle	['bussola']	['v. ital']
7636	d2e535129Meyers-1905	Buticularĭus	['buticula']	['v. mittellat']
7673	d2e537787Meyers-1905	Bylaws	['bye']	['vom angelsächs']
7748	d2e541931Meyers-1905	Cadre	['quadrum']	['v. lat']
8150	d2e561642Meyers-1905	Carbăsus	['kárpâsa']	['v. ind']
8254	d2e567790Meyers-1905	Carrefour	['quadrifurcum']	['v. lat']
8592	d2e583593Meyers-1905	Cent [1]	['centum']	['v. lat']
8773	d2e591023Meyers-1905	Chagrin [2]	['sagrî']	['v. türk']
8890	d2e595169Meyers-1905	Champion	['campio']	['vom mittellat']
9114	d2e601944Meyers-1905	Châtelet [1]	['castellum']	['aus dem lat']
9199	d2e604045Meyers-1905	Chelicēren	['chēlē']	['v. griech']
9873	d2e639722Meyers-1905	Circuit	['circuitus']	['v. lat']
10205	d2e654114Meyers-1905	Codo	['cubitus']	['v. lat']
10590	d2e668686Meyers-1905	Connecticut River	[]	['v. indian']
10591	d2e668752Meyers-1905	Connétable	['comes stabuli']	['v. lat']
10683	d2e672080Meyers-1905	Contrōra	['contra']	['v. lat']
10727	d2e674179Meyers-1905	Coppo	['cupa']	['v. lat']
11299	d2e697804Meyers-1905	Cuba [1]	['cubare']	['v. lat']
11627	d2e717215Meyers-1905	Dame	['domina']	['v. lat']
11684	d2e724448Meyers-1905	Dandy	[]	['vom franz']
12033	d2e746241Meyers-1905	Defter	['diphthéra']	['v. griech']
12090	d2e749159Meyers-1905	Dekabristen	['dekabrj']	['v. russ']
12105	d2e749733Meyers-1905	Dekhan	[]	['v. sanskr']
12271	d2e756768Meyers-1905	Demographie	['dēmos', 'ethnos']	['v. griech']
12362	d2e760393Meyers-1905	Deodánd	['Deo dandum, »']	['v. lat']
12425	d2e761982Meyers-1905	Depretĭo	['depretiare']	['v. lat']
12749	d2e785730Meyers-1905	Devīsen	['divisa']	['v. mittellat']
12777	d2e787071Meyers-1905	Dezember	['decem']	['vom lat']
12791	d2e787427Meyers-1905	Dezimalsystem	['decem']	['v. lat']
12901	d2e792119Meyers-1905	Diäten	['dies']	['v. lat']
13084	d2e803459Meyers-1905	Dilettant	['dilettare']	['v. ital']
13140	d2e807076Meyers-1905	Dinzeltag	[]	['vom alten']
13170	d2e809958Meyers-1905	Diphtherīe	['diphthĕra', 'diphthĕris']	['v. griech']
13181	d2e810482Meyers-1905	Diplomatīe	['diplōma']	['v. griech']
13245	d2e813083Meyers-1905	Disgustieren	['disgusto']	['v. ital']
13269	d2e813942Meyers-1905	Diskriminieren	['discrimen']	['v. lat']
13381	d2e817784Meyers-1905	Dito [1]	['detto']	['v. ital']
13382	d2e817807Meyers-1905	Dito [2]	['digitus']	['v. lat']
13523	d2e824396Meyers-1905	Dokēten	['dokein']	['v. griech']
13532	d2e824793Meyers-1905	Doktrinǟr	['doctrina']	['v. lat']
13561	d2e826086Meyers-1905	Dollar [1]	[]	['vom deutschen']
13565	d2e826607Meyers-1905	Dolmetsch	['dilmetschi']	['v. türk']
13576	d2e827167Meyers-1905	Dom [1]	['dominus']	['v. lat']
13579	d2e827279Meyers-1905	Domäne	['dominium']	['v. lat']
13625	d2e829551Meyers-1905	Don [1]	['dominus']	['v. lat']
13945	d2e853533Meyers-1905	Drogen	['dro[o]g', 'trochisci']	['v. holländ']
13966	d2e854364Meyers-1905	Dropazismus	['dropax']	['v. griech']
13996	d2e856954Meyers-1905	Drūf	['druve']	['v. altniederd']
14010	d2e858036Meyers-1905	Drushine	['drug', 'drushina']	['v. russ']
14046	d2e859748Meyers-1905	Dschehennem	['gê Hinnom']	['v. hebr']
14083	d2e861499Meyers-1905	Dualismus	['duo']	['v. lat']
14289	d2e872112Meyers-1905	Duodēz	['duodecim']	['v. lat']
14328	d2e873759Meyers-1905	Dūr	['durus']	['v. lat']
14535	d2e883558Meyers-1905	Ebenholz	['eben']	['v. hebr']
14683	d2e893259Meyers-1905	Efendi	['authentis']	['v. neugriech']
14745	d2e896343Meyers-1905	Ehe	['êwa', 'êo']	['v. althochd']
14790	d2e904206Meyers-1905	Eigelstein	['aquila', 'aigle']	['v. lat']
15019	d2e930716Meyers-1905	Elastizität	['elaúnein']	['v. griech']
15097	d2e944743Meyers-1905	Elen	['élnis', 'ëlaho', 'Alces']	['vom lit']
15136	d2e947967Meyers-1905	Elixier	['el iksîr']	['v. arab']
15209	d2e953246Meyers-1905	Emanuël	[]	['vom hebr']
15225	d2e953778Meyers-1905	Embolīe	['embolos']	[]
15301	d2e957311Meyers-1905	Emphyteusis	['emphyteuein']	['v. griech']
15421	d2e962641Meyers-1905	Engel [1]	['angelos']	['v. griech']
15558	d2e973429Meyers-1905	Enthusiasmus	['enthus', 'entheos']	['v. griech']
15560	d2e973494Meyers-1905	Entität	['ens']	['v. lat']
15612	d2e975142Meyers-1905	Entropīe	['en-trépein']	['v. griech']
15779	d2e982658Meyers-1905	Epithēlium	['thele']	['v. griech']
15911	d2e994899Meyers-1905	Eremīten	['érēmos']	['v. griech']
16041	d2e1005512Meyers-1905	Erythroskōp	['erythros', 'skopein']	[]
16099	d2e1009938Meyers-1905	Eskalade	['scala']	['v. lat']
16140	d2e1011964Meyers-1905	Esquire	['escuyer', 'scutarius']	['v. altfranz']
16215	d2e1016314Meyers-1905	Etablieren	['stabilire']	['v. lat']
16227	d2e1016647Meyers-1905	Etappe	[]	['v. deutschen']
16246	d2e1017241Meyers-1905	Ethik	['ēthos']	['v. griech']
16485	d2e1031038Meyers-1905	Exchequer	['échiquier']	['v. franz']
16722	d2e1037422Meyers-1905	Extrabukkale Ernährung	['bucca']	['v. lat']
16817	d2e1041489Meyers-1905	Fabriken	['fabrica']	['v. lat']
17026	d2e1055536Meyers-1905	Fanatismus	['fanum']	['v. lat']
17073	d2e1059848Meyers-1905	Farce	['farcire']	['v. lat']
17089	d2e1060568Meyers-1905	Farinōsae	['farina']	['v. lat']
17101	d2e1061955Meyers-1905	Farraginös	['farrago']	['v. lat']
17142	d2e1064890Meyers-1905	Fasziation	['fascia']	['v. lat']
17150	d2e1065059Meyers-1905	Fatalismus	['fatum']	['v. lat']
17161	d2e1065544Meyers-1905	Fatzenetli	['fazzoletto']	['v. ital']
17196	d2e1067657Meyers-1905	Fauteuil	['faldistolium;']	[' a. d. mittellat']
17331	d2e1079770Meyers-1905	Fellah	['felaha']	['v. arab']
17332	d2e1079852Meyers-1905	Felleisen	['valisia', 'valigia', 'valise']	['v. mittellat']
17340	d2e1080231Meyers-1905	Felonīe	['felo']	['v. mittellat']
17360	d2e1081497Meyers-1905	Feminismus	['femina']	['v. lat']
17418	d2e1084892Meyers-1905	Fermentarĭer	['fermentum']	['v. lat']
17462	d2e1089399Meyers-1905	Ferruginös	['ferrugo']	['v. lat']
17479	d2e1090614Meyers-1905	Feste [2]	[]	['v. lat']
17623	d2e1106184Meyers-1905	Fiedel	['fides']	['v. lat']
17687	d2e1108553Meyers-1905	Filigrān	['filum-granum']	['v. lat']
17702	d2e1109414Meyers-1905	Filtrieren	['filtrum']	['v. mittellat']
17769	d2e1115425Meyers-1905	Firma	['firmare', 'Ragione, Ditta', 'Raison', 'Firm', 'Firma comercial']	['v. ital']
17833	d2e1122570Meyers-1905	Fivelgoo	[]	['vom Fluß']
17978	d2e1134287Meyers-1905	Flibustĭer	['freebooters', 'flibustiers', 'flyboat', 'vlieboot', 'flibot']	['v. engl']
18010	d2e1137098Meyers-1905	Flor [1]	['flos']	['v. lat']
18165	d2e1148304Meyers-1905	Folĭe	['folium']	['v. lat']
18258	d2e1152331Meyers-1905	Forke	['furca']	['v. lat']
18423	d2e1163341Meyers-1905	Frais	['freisa']	['v. althochd']
18428	d2e1163541Meyers-1905	Frambösīe	['framboise']	['v. franz']
18561	d2e1184526Meyers-1905	Freie	['charal']	['vom althochd']
18655	d2e1197704Meyers-1905	Frimaire	['frimer']	['vom veralteten']
18689	d2e1200279Meyers-1905	Front	['frons']	['v. lat']
18757	d2e1206829Meyers-1905	Fuēros	['forum']	['v. lat']
18856	d2e1212633Meyers-1905	Furage	[]	['vom deutschen']
18858	d2e1212704Meyers-1905	Furbesco	['furbo']	['v. ital']
18902	d2e1215562Meyers-1905	Füsiliere	['fusil']	['v. franz']
18918	d2e1217349Meyers-1905	Fustage	['iust']	['v. altfranz']
18971	d2e1221674Meyers-1905	Gachupīnes	[]	['vom aztek']
19096	d2e1231422Meyers-1905	Galloway	['Gallweia']	['v. sächs']
19105	d2e1232070Meyers-1905	Galopp [1]	['galhàupan']	['v. got']
19107	d2e1232130Meyers-1905	Galosche	['gallica']	['v. lat']
19142	d2e1235418Meyers-1905	Gandin	['Boulevard de Gand', 'des Italien']	[]
19162	d2e1236737Meyers-1905	Gangsystem	['gang']	['v. engl']
19193	d2e1238556Meyers-1905	Garantīe	['werên']	['v. althochd']
19307	d2e1248936Meyers-1905	Gasterēa	['gastēr']	['v. griech']
19530	d2e1271484Meyers-1905	Geïstik	[]	['v. griech']
19531	d2e1272110Meyers-1905	Geiz [1]	['kîdi']	['v. althochd']
19549	d2e1273388Meyers-1905	Gelbfieber	['amarillo', 'Vomito negro']	['v. span']
19637	d2e1281741Meyers-1905	Generalisation	['genus']	['v. lat']
19765	d2e1290167Meyers-1905	Georg [1]	[]	['v. griech']
19817	d2e1294553Meyers-1905	Gerbulieren	['garbellare']	['v. ital']
19824	d2e1294850Meyers-1905	Gerénz	['gerere']	['v. lat']
19951	d2e1310788Meyers-1905	Gesinde	[]	['v. althochd']
19958	d2e1312031Meyers-1905	Gespons	[]	['v. lat']
20032	d2e1320598Meyers-1905	Gewere	['werjan', 'vasjan']	['v. althochd']
20099	d2e1325903Meyers-1905	Gichtiger Mund	['gichen, jehen']	['v. altd']
20126	d2e1330227Meyers-1905	Gigerl	[]	['vom mittelhochd']
20226	d2e1334797Meyers-1905	Girande	['girare']	['v. ital']
20241	d2e1335724Meyers-1905	Girlande	['ghirlanda']	['v. ital']
20243	d2e1335825Meyers-1905	Giro	['gyrus']	['v. griech']
20283	d2e1337701Meyers-1905	Gjaur	['kâfir', 'kiâfir']	['v. arab']
20295	d2e1338223Meyers-1905	Gladĭatoren	['gladius']	['v. lat']
20369	d2e1346610Meyers-1905	Gleis	['leis', 'leise']	['v. mittelhochd']
20406	d2e1349528Meyers-1905	Glimpf	['gilimpf']	['v. althochd']
20409	d2e1349710Meyers-1905	Gliōm	['glía']	['v. griech']
20414	d2e1349861Meyers-1905	Glissando	['glisser']	['v. franz']
20491	d2e1354988Meyers-1905	Glyzerin	['glykerós']	['v. griech']
20576	d2e1362423Meyers-1905	Goldener Sporn	[]	['vom Goldenen']
20604	d2e1366661Meyers-1905	Golf [1]	['kolpos']	['vom griech']
20672	d2e1371088Meyers-1905	Goralen	['góra']	['v. poln']
20744	d2e1379053Meyers-1905	Gouachemalerei	['guazzo']	['vom ital']
20851	d2e1385564Meyers-1905	Gral	['graal, grëal', 'grazal', 'gresal', 'gratalis, gradalis', 'sanguis realis']	[' a. d. altfranz']
20878	d2e1386854Meyers-1905	Granarĭen	['granum']	['v. lat']
20941	d2e1389697Meyers-1905	Granulieren	['granum']	['v. lat']
20956	d2e1390743Meyers-1905	Graphīt	['graphein']	['v. griech']
21024	d2e1395657Meyers-1905	Gravitation	['gravis']	['v. lat']
21326	d2e1429301Meyers-1905	Guadalaviar	['Turis']	['v. arab']
21333	d2e1429413Meyers-1905	Guadalquivir	['Baetis']	['v. arab']
21372	d2e1431054Meyers-1905	Guardiān	['guardiáno']	['v. ital']
21564	d2e1441534Meyers-1905	Gurde	['cucurbita']	['v. lat']
21570	d2e1441886Meyers-1905	Gurke	['ogurek', 'okurka']	['vom poln', 'vom spätgriech']
21799	d2e1460600Meyers-1905	Hagestolz	['hag', 'staldan']	[' a. d. altsächs']
22047	d2e1479642Meyers-1905	Hanap	['huapf']	['vom althochd']
22121	d2e1491843Meyers-1905	Hantieren	['hanter']	['v. franz']
22238	d2e1501321Meyers-1905	Hartschiere	['Arciere', 'Archer']	['aus dem ital']
22255	d2e1502990Meyers-1905	Hasard	['āssar']	['v. arab']
22298	d2e1506620Meyers-1905	Hatto	['Hathus', 'Hadu']	['v. altdeutschen']
22403	d2e1516515Meyers-1905	Haverei	['Havarie', 'Avarij;', 'awâr']	['vom arab']
22789	d2e1551248Meyers-1905	Hēres	['erus']	['vom altlat']
23060	d2e1573517Meyers-1905	Hilderich	['hilt', 'rich']	['v. altd']
23130	d2e1580251Meyers-1905	Hippiāter	['hippos', 'iatros']	[]
23343	d2e1602590Meyers-1905	Holkodont	['holkos', 'odus']	['v. griech']
23346	d2e1603385Meyers-1905	Hölle [1]	[]	['v. altdeutschen']
23406	d2e1610290Meyers-1905	Homagiāl	['homagium', 'homo']	['vom mittellat']
23409	d2e1610432Meyers-1905	Homaxŏne Tiere	['homaxonius']	['v. griech']
23421	d2e1611314Meyers-1905	Homilētik	['homilĭa']	['v. griech']
23501	d2e1614730Meyers-1905	Honŏrig	['honor']	['v. lat']
23546	d2e1617780Meyers-1905	Horde [1]	['ordà', 'ordu']	['v. russ']
23553	d2e1618213Meyers-1905	Horizont	['horizein']	['v. griech']
23640	d2e1623967Meyers-1905	Hospitāl	['hospes']	['v. lat']
23652	d2e1624551Meyers-1905	Hostĭen	['hostĭa']	['v. lat']
23777	d2e1633863Meyers-1905	Hühnerauge	['hörnin ouge, »']	['aus dem altdeutschen']
23789	d2e1634749Meyers-1905	Huissier	['huis']	['v. altfranz']
23837	d2e1638118Meyers-1905	Hunan	[]	['vom See']
23867	d2e1641598Meyers-1905	Hunkjâr	['chûn']	['vom pers']
23889	d2e1642696Meyers-1905	Hupé	[]	['vom See']
23901	d2e1643221Meyers-1905	Hurra!	['hurren', 'urah!']	['v. mittelhochd']
23905	d2e1643568Meyers-1905	Husaren	['husz', 'ar']	['v. ungar']
23970	d2e1648378Meyers-1905	Hydranten	[]	['v. grch']
24041	d2e1652314Meyers-1905	Hyläa	['hyle']	['v. griech']
24060	d2e1653335Meyers-1905	Hypante	['hypantān']	['v. griech']
24069	d2e1653626Meyers-1905	Hypérbel	['hyperbole']	['v. griech']
24116	d2e1655586Meyers-1905	Hypochondrīe	['Hypochondrium']	[]
24167	d2e1657632Meyers-1905	Hysterīe	['hystera']	[]
24588	d2e1676603Meyers-1905	Incĭdit in Scyllam, qui vult vitare Charybdim	[]	['aus dem Regen']
24700	d2e1682404Meyers-1905	Indossieren	['in dosso']	['v. ital']
24725	d2e1683640Meyers-1905	Industrie	['industrĭa']	['v. lat']
24753	d2e1684600Meyers-1905	Infánt	[]	['v. lat']
24755	d2e1684709Meyers-1905	Infanterie	['infante, »']	['v. spanischen']
24787	d2e1685855Meyers-1905	Inflationisten	['inflatio']	['v. lat']
24826	d2e1687414Meyers-1905	Ingenieur	['ingenium']	['v. lat']
24889	d2e1690196Meyers-1905	Inkardination	['cardo']	[]
24903	d2e1690568Meyers-1905	Inkolāt	['incola']	['v. lat']
24934	d2e1691149Meyers-1905	Inkunabeln	['incunabula']	['v. lat']
25059	d2e1696753Meyers-1905	Installation	['stal']	['v. altdeutschen']
25080	d2e1697489Meyers-1905	Instradieren	['strada']	['v. ital']
25166	d2e1700381Meyers-1905	Interlaken	['inter lacus']	['v. lat']
25245	d2e1702778Meyers-1905	Intransigénten	['transigere, »']	['v. lat']
25302	d2e1704970Meyers-1905	Investition	['investire']	['v. lat']
25328	d2e1705640Meyers-1905	Inzineration	['cinis']	['v. lat']
25522	d2e1717514Meyers-1905	Isolieren	['isola']	['v. ital']
25526	d2e1718144Meyers-1905	Isomorphīe	['isos, »', 'morphe']	['aus dem griech']
25601	d2e1727529Meyers-1905	Ivoiritdruck	['ivoire']	['v. franz']
25609	d2e1728155Meyers-1905	Izedismus	['îzed']	['v. pers']
26126	d2e1764421Meyers-1905	Jubeljahr	['jobel']	['v. hebr']
26180	d2e1769561Meyers-1905	Julapĭum	['dschulâb']	['aus dem arab']
26181	d2e1769602Meyers-1905	Jūlfest	['jól;', 'geohhol;', 'jiuleis', 'ýlir']	['v. altnord']
26219	d2e1773547Meyers-1905	Junker [1]	['junc-hêrre']	['vom mittelhochd']
26396	d2e1781545Meyers-1905	Kabotage	['cabo']	['v. span']
26439	d2e1784818Meyers-1905	Kaffern	['kafir']	['v. arab']
26447	d2e1785358Meyers-1905	Kagal	[]	['v. hebr']
26552	d2e1793272Meyers-1905	Kalesche	['Kolitsa', 'Kola']	['vom serb']
26556	d2e1793545Meyers-1905	Kalgan	[]	['v. mongol']
26564	d2e1794562Meyers-1905	Kalifornien	['Caliente Fornalla']	['vom span']
26582	d2e1796785Meyers-1905	Kalixtiner	['calix']	['v. lat']
26592	d2e1798555Meyers-1905	Kalkul	['calculus']	['v. lat']
26613	d2e1799537Meyers-1905	Kalmar [1]	['calamaio']	['v. ital']
26627	d2e1800255Meyers-1905	Kalorīe	['calor']	['v. lat']
26651	d2e1802040Meyers-1905	Kalvarĭenberg [1]	['calvaria']	['v. lat']
26656	d2e1802318Meyers-1905	Kalzination	['calx']	['v. lat']
26671	d2e1803411Meyers-1905	Kamee	['camaeus', 'camayx', 'cammeo']	['v. mittellat']
26672	d2e1803542Meyers-1905	Kamēl [1]	['gamal; Camelus', 'L']	['v. semit']
26694	d2e1804815Meyers-1905	Kamīn	['camĭnus']	['v. lat']
26700	d2e1805025Meyers-1905	Kamisōl	['camisia']	['v. lat']
26703	d2e1805379Meyers-1905	Kammer [1]	['camera']	['v. lat']
26781	d2e1813023Meyers-1905	Kanevas	['cannabis']	['v. lat']
26797	d2e1814093Meyers-1905	Kankroīd	['cancer']	['v. lat']
26803	d2e1814448Meyers-1905	Kannibālen	['Canibal']	['v. span']
26810	d2e1814935Meyers-1905	Kanōne	['canna', 'cannone']	['v. lat']
