	EntryID	Headword	meaning
1406	d2e1971142Meyers-1905	Kontōr	Rechenzimmer
1407	d2e1971958Meyers-1905	Konträr	entgegengesetzt
1408	d2e1972537Meyers-1905	Kontrolle	Gegenregister
1409	d2e1972870Meyers-1905	Kontūr	Umriß
1410	d2e1973104Meyers-1905	Konvént	Zusammenkunft
1411	d2e1973576Meyers-1905	Konvertīten	Bekehrte
1412	d2e1974839Meyers-1905	Konzīs	zerschnitten
1413	d2e1974993Meyers-1905	Koordināten	zugeordnete
1414	d2e1980090Meyers-1905	Korallpolypen	Blumentiere
1415	d2e1980337Meyers-1905	Korân	Vortrag
1416	d2e1981230Meyers-1905	Kordilleren	Bergketten
1417	d2e1981543Meyers-1905	Kordon	Schnur
1418	d2e1981648Meyers-1905	Korea	Japan und Korea
1419	d2e1982570Meyers-1905	Korjāken	Renntier
1420	d2e1984046Meyers-1905	Kornett [1]	Hörnchen
1421	d2e1984084Meyers-1905	Kornett [2]	Standarte
1422	d2e1984702Meyers-1905	Kornūt	Gehörnter
1423	d2e1986175Meyers-1905	Korps	Körper
1424	d2e1986541Meyers-1905	Korreāl	Mitschuldiger
1425	d2e1987877Meyers-1905	Korso	Lauf
1426	d2e1987877Meyers-1905	Korso	Laufbahn
1427	d2e1988487Meyers-1905	Korvette	Lastschiff
1428	d2e1992218Meyers-1905	Kotelett	Rippchen
1429	d2e2003388Meyers-1905	Krätze [2]	kratzen
1430	d2e2022269Meyers-1905	Kristall	Eis
1431	d2e2025829Meyers-1905	Kroki	Skizze
1432	d2e2026372Meyers-1905	Kromlech	gekrümmt
1433	d2e2026372Meyers-1905	Kromlech	Stein
1434	d2e2032265Meyers-1905	Kruzifix	der Gekreuzigte
1435	d2e2032265Meyers-1905	Kruzifix	Kreuzbild
1436	d2e2032715Meyers-1905	Kryptogamen	Verborgenehige
1437	d2e2039418Meyers-1905	Kukurbitation	Kürbis
1438	d2e2041473Meyers-1905	Kultus	Pflege
1439	d2e2041473Meyers-1905	Kultus	Verehrung
1440	d2e2051392Meyers-1905	Kuppeln	Band
1441	d2e2052091Meyers-1905	Kupulārbildungen	Becher
1442	d2e2052188Meyers-1905	Kur [2]	Fürsorge
1443	d2e2052188Meyers-1905	Kur [2]	Pflege
1444	d2e2052320Meyers-1905	Kuránt	[um]laufend
1445	d2e2052403Meyers-1905	Küraß	Lederpanzer
1446	d2e2053500Meyers-1905	Kurfürsten	Wahlfürsten
1447	d2e2054933Meyers-1905	Kurrecht	Wahl
1448	d2e2054959Meyers-1905	Kurrénde	laufen
1449	d2e2055029Meyers-1905	Kurs [1]	Lauf
1450	d2e2056262Meyers-1905	Kurutscheschme	trockene Quelle
1451	d2e2059218Meyers-1905	Küster	Wächter
1452	d2e2062908Meyers-1905	Kyrenaĭker	Lust
1453	d2e2062976Meyers-1905	Kyrĭe eleïson	Herr
1454	d2e2062976Meyers-1905	Kyrĭe eleïson	erbarme dich!
1455	d2e2064246Meyers-1905	Labancz	Fuß
1456	d2e2068262Meyers-1905	Lackdye	färben
1457	d2e2069101Meyers-1905	Lacrĭmae Christi	Christustränen
1458	d2e2071160Meyers-1905	Lady [1]	Brotherrin
1459	d2e2075045Meyers-1905	Lagūnen	Lache
1460	d2e2075045Meyers-1905	Lagūnen	Vertiefung
1461	d2e2075911Meyers-1905	Lai	Lied
1462	d2e2076654Meyers-1905	Laissez aller	laß gehen
1463	d2e2077038Meyers-1905	Lakkadiven	die hunderttausend Inseln
1464	d2e2080157Meyers-1905	Lambskin	Lammfell
1465	d2e2083097Meyers-1905	Lançade	werfen
1466	d2e2084610Meyers-1905	Landes [1]	Heiden
1467	d2e2095973Meyers-1905	Langette	Zünglein
1468	d2e2096586Meyers-1905	Langobarden	Langbärte
1469	d2e2097297Meyers-1905	Languard, Piz	Fernsicht
1470	d2e2099865Meyers-1905	Lapilli	Steinchen
1471	d2e2100719Meyers-1905	Lapsi	Gefallene
1472	d2e2101433Meyers-1905	La recherche de la paternité est interdite	die Erforschung der Vaterschaft ist untersagt
1473	d2e2101631Meyers-1905	Larghetto	etwas breit
1474	d2e2105110Meyers-1905	Lastadīe	Last
1475	d2e2105649Meyers-1905	Laetāre	Freue dich
1476	d2e2110684Meyers-1905	Laudātor tempŏris acti	Lobredner der vergangenen Zeit
1477	d2e2110781Meyers-1905	Laudes	Lobgesänge
1478	d2e2117535Meyers-1905	Lavieren	waschen
1479	d2e2117791Meyers-1905	Lavis [1]	waschen
1480	d2e2118303Meyers-1905	Lawn-Tennis	Rasen-Tennis
1481	d2e2118542Meyers-1905	Lawyer	Gesetz
1482	d2e2118542Meyers-1905	Lawyer	Recht
1483	d2e2119389Meyers-1905	Lea [1]	Gebinde
1484	d2e2125187Meyers-1905	Lecturer	Vorleser
1485	d2e2128593Meyers-1905	Legāto	gebunden
1486	d2e2128755Meyers-1905	Legénde	das zu Lesende
1487	d2e2129302Meyers-1905	Legierungen	binden
1488	d2e2135222Meyers-1905	Leich	Spiel
1489	d2e2135222Meyers-1905	Leich	Tanz
1490	d2e2142004Meyers-1905	Lektor	Vorleser
1491	d2e2147604Meyers-1905	Leopold [1]	kühn
1492	d2e2147604Meyers-1905	Leopold [1]	tapfer für das Volk
1493	d2e2149214Meyers-1905	Leporīden	Hase
1494	d2e2150760Meyers-1905	Le roi règne et ne gouverne pas	der König herrscht
1495	d2e2150760Meyers-1905	Le roi règne et ne gouverne pas	aber regiert nicht
1496	d2e2153250Meyers-1905	L'État c'est moi	der Staat bin ich
1497	d2e2154304Meyers-1905	Lëu	Löwe
1498	d2e2157136Meyers-1905	Leudes	Leute
1499	d2e2157841Meyers-1905	Leukothěa	weiße Göttin
1500	d2e2157954Meyers-1905	Leumund	Ruf
1501	d2e2157954Meyers-1905	Leumund	Ruhm
1502	d2e2157954Meyers-1905	Leumund	Gerücht
1503	d2e2157954Meyers-1905	Leumund	Leute Mund
1504	d2e2158206Meyers-1905	Leutnant	Stellvertreter
1505	d2e2159140Meyers-1905	Levellers	Gleichmacher
1506	d2e2161766Meyers-1905	Lhassa	Göttersitz
1507	d2e2161921Meyers-1905	L'hombre	Mann
1508	d2e2162737Meyers-1905	Libănon	weißes Gebirge
1509	d2e2162921Meyers-1905	Libell	kleines Buch
1510	d2e2162977Meyers-1905	Libelle [2]	Wage
1511	d2e2163350Meyers-1905	Liberalĭtas	Freigebigkeit
1512	d2e2163799Meyers-1905	Libērum veto	das freie ›ich verbiete‹
1513	d2e2164250Meyers-1905	Libri terribĭles	Schreckensbücher
1514	d2e2170968Meyers-1905	Liga	Band
1515	d2e2170968Meyers-1905	Liga	Bündnis
1516	d2e2171028Meyers-1905	Ligade	binden
1517	d2e2171445Meyers-1905	Lignōse	Holz
1518	d2e2171683Meyers-1905	Ligue des Droits de l'homme	Verein zur Wahrung der Menschenrechte
1519	d2e2172206Meyers-1905	Likör	Flüssigkeit
1520	d2e2173545Meyers-1905	Liman [1]	See
1521	d2e2173965Meyers-1905	Limbus	Saum
1522	d2e2173965Meyers-1905	Limbus	Gürtel
1523	d2e2173965Meyers-1905	Limbus	Umgrenzung
1524	d2e2174097Meyers-1905	Limes [2]	Grenze
1525	d2e2174820Meyers-1905	Limonāde	Zitronenwasser
1526	d2e2175571Meyers-1905	Lincei	Akademie der Luchsäugigen
1527	d2e2177088Meyers-1905	Lindwurm	Schlange
1528	d2e2177950Meyers-1905	Linguist	Sprache
1529	d2e2178623Meyers-1905	Liniménte	schmieren
1530	d2e2183230Meyers-1905	Lira [1]	Pfund
1531	d2e2184875Meyers-1905	Litanei	Bitten
1532	d2e2184875Meyers-1905	Litanei	Flehen
1533	d2e2186094Meyers-1905	Lithographie	Steinzeichnung
1534	d2e2188341Meyers-1905	Liverpool [2]	Seepfuhl
1535	d2e2189716Meyers-1905	Lizentiat	mit Erlaubnis
1536	d2e2189716Meyers-1905	Lizentiat	d.h. licentia
1537	d2e2189716Meyers-1905	Lizentiat	versehen
1538	d2e2189762Meyers-1905	Lizénz	Freiheit
1539	d2e2190932Meyers-1905	Lōa	Lob
1540	d2e2190932Meyers-1905	Lōa	Lobgedicht
1541	d2e2193029Meyers-1905	Loci communes	Gemeinplätze
1542	d2e2193894Meyers-1905	Loco sigilli	an Stelle des Siegels
1543	d2e2194899Meyers-1905	Lofoten	Luchsfuß
1544	d2e2195305Meyers-1905	Logarithmus	Verhältniszahl
1545	d2e2195890Meyers-1905	Lōgik	Vernunft
1546	d2e2195890Meyers-1905	Lōgik	Vernunftschluß
1547	d2e2198077Meyers-1905	Lokāl	Ort
1548	d2e2198831Meyers-1905	Lokomotive	von der Stelle bewegend
1549	d2e2205472Meyers-1905	Lorarĭus	Peitsche
1550	d2e2205739Meyers-1905	Lord	Herr
1551	d2e2205739Meyers-1905	Lord	Brotherr
1552	d2e2208873Meyers-1905	Lot [6]	Kraut und L.
1553	d2e2210178Meyers-1905	Lotterbube	leichtsinnig
1554	d2e2210195Meyers-1905	Lotterie	Los
1555	d2e2213861Meyers-1905	Loxodrome	Linie des schiefen Laufs
1556	d2e2216451Meyers-1905	Lucĭda intervalla	lichte Zwischenräume
1557	d2e2217308Meyers-1905	Ludel	Röhre
1558	d2e2217413Meyers-1905	Luder	Lockspeise
1559	d2e2224782Meyers-1905	Luganer See	Schweiz
1560	d2e2225296Meyers-1905	Lugudūnum	Rabenhügel
1561	d2e2228437Meyers-1905	Lung disease	Lungenkrankheit
1562	d2e2241765Meyers-1905	Maat [2]	Gehilfe
1563	d2e2241765Meyers-1905	Maat [2]	Gefährte
1564	d2e2243424Meyers-1905	Mace [2]	Zepter
1565	d2e2244383Meyers-1905	Machzen	Konskription
1566	d2e2247804Meyers-1905	Madeira [2]	Holzfluß
1567	d2e2249376Meyers-1905	Madrillbrett	Bauholz
1568	d2e2249376Meyers-1905	Madrillbrett	Planke
1569	d2e2249584Meyers-1905	Madūrafuß	Dickfuß
1570	d2e2250029Meyers-1905	Maëstro	Meister
1571	d2e2250859Meyers-1905	Magazīne	Vorratshaus
1572	d2e2253727Meyers-1905	Maggiore [1]	größer
1573	d2e2254159Meyers-1905	Magister equĭtum	Befehlshaber der Reiter
1574	d2e2254267Meyers-1905	Magister navis	Schiffskapitän
1575	d2e2254703Meyers-1905	Magna Charta	die große Charte
1576	d2e2254703Meyers-1905	Magna Charta	der große Freiheitsbrief
1577	d2e2258540Meyers-1905	Magnifizénz	Herrlichkeit
1578	d2e2258540Meyers-1905	Magnifizénz	Hoheit
1579	d2e2259167Meyers-1905	Magyaren	Söhne der Erde
1580	d2e2259321Meyers-1905	Mahâbhârata	das große Gedicht von den Bharata
1581	d2e2259776Meyers-1905	Mahdi	der Rechtgeleitete
1582	d2e2260158Meyers-1905	Mahlschatz	sprechen
1583	d2e2260158Meyers-1905	Mahlschatz	versprechen
1584	d2e2260158Meyers-1905	Mahlschatz	vermählen
1585	d2e2260158Meyers-1905	Mahlschatz	Gemahl
1586	d2e2260179Meyers-1905	Mahlstatt	Gerichtsversammlung
1587	d2e2260205Meyers-1905	Mahlsteine	Handmühle
1588	d2e2262180Meyers-1905	Maiden	Jungfer
1589	d2e2265155Meyers-1905	Maire	der Größere
1590	d2e2265155Meyers-1905	Maire	Mächtigere
1591	d2e2266623Meyers-1905	Majestät	Erhabenheit
1592	d2e2266623Meyers-1905	Majestät	Hoheit
1593	d2e2267105Meyers-1905	Mājor domus	Hausmeier
1594	d2e2270382Meyers-1905	Malaien	herumschweifende Menschen
1595	d2e2270554Meyers-1905	Malaiischer Archipel	Hinterindien
1596	d2e2271446Meyers-1905	Malarĭa	schlechte Luft
1597	d2e2271861Meyers-1905	Malberg [1]	sprechen
1598	d2e2275626Meyers-1905	Mâlijje	Gut
1599	d2e2275626Meyers-1905	Mâlijje	Geld
1600	d2e2275916Meyers-1905	Malkonténten	Unzufriedene
1601	d2e2276102Meyers-1905	Malleïn	Rotz
1602	d2e2279925Meyers-1905	Mameluken	erkaufte Sklaven
1603	d2e2282009Meyers-1905	Mandāmus	wir verordnen
1604	d2e2284131Meyers-1905	Manen	die Guten
1605	d2e2284326Meyers-1905	Manetho	von Thoth gegeben
1606	d2e2286040Meyers-1905	Mange	Schleuder
1607	d2e2291031Meyers-1905	Manschetten	Ärmelchen
1608	d2e2291557Meyers-1905	Mansus	bleiben
1609	d2e2293033Meyers-1905	Manufákt	mit der Hand gemacht
1610	d2e2293218Meyers-1905	Manūs injectĭo	Handanlegung
1611	d2e2294091Meyers-1905	Mappieren	Landkarte
1612	d2e2294439Meyers-1905	Marabut	Grenzkämpfer
1613	d2e2294626Meyers-1905	Marais	Morast
1614	d2e2294626Meyers-1905	Marais	Sumpf
1615	d2e2297975Meyers-1905	Maremmen	am Meer gelegen
1616	d2e2298550Meyers-1905	Margarēta	Perle
1617	d2e2299632Meyers-1905	Marīa [2]	Bitterkeit
1618	d2e2299632Meyers-1905	Marīa [2]	Widerspenstigkeit
1619	d2e2301113Meyers-1905	Mariānen	Diebsinseln
1620	d2e2303560Meyers-1905	Marine [1]	Seewesen
1621	d2e2308293Meyers-1905	Marko Kraljewitsch	Marko der Königssohn
1622	d2e2310212Meyers-1905	Marmelade	Quitte
1623	d2e2311616Meyers-1905	Marokko [2]	der äußerste Westen
1624	d2e2312420Meyers-1905	Maronneger	verwilderte Neger
1625	d2e2312903Meyers-1905	Marquis	Markgraf
1626	d2e2313160Meyers-1905	Marrucīner	Marssöhne
1627	d2e2313838Meyers-1905	Marschall	Mähre
1628	d2e2313838Meyers-1905	Marschall	Pferd
1629	d2e2313838Meyers-1905	Marschall	Diener
1630	d2e2315637Meyers-1905	Marstall	Roß;
1631	d2e2315637Meyers-1905	Marstall	Mähre
1632	d2e2318499Meyers-1905	Maru [1]	rund
1633	d2e2319979Meyers-1905	Mâschallâh	was Gott will
1634	d2e2321496Meyers-1905	Masematten	Empfangnahme [der Ware] und Geben
1635	d2e2321496Meyers-1905	Masematten	Verkauf und Kauf
1636	d2e2321898Meyers-1905	Maskarill	Halbmaske
1637	d2e2323202Meyers-1905	Massage	kneten
1638	d2e2323324Meyers-1905	Massagēten	die fischessenden Getae
1639	d2e2325968Meyers-1905	Massōra	Überlieferung
1640	d2e2328002Meyers-1905	Matamōros [2]	Mohrentöter
1641	d2e2329365Meyers-1905	Mathematik	Wissenschaft
1642	d2e2330043Meyers-1905	Mathilde	gewaltige Kämpferin
1643	d2e2330247Meyers-1905	Matica	Mutterfonds
1644	d2e2330323Meyers-1905	Matjeshering	Jungfern hering
1645	d2e2331594Meyers-1905	Matthäus	Treumann
1646	d2e2331667Meyers-1905	Matthīas [1]	Gottesgabe
1647	d2e2336588Meyers-1905	Mauschel	Moses
1648	d2e2336588Meyers-1905	Mauschel	Herrscher
1649	d2e2338331Meyers-1905	Maxĭmum	das Größte
1650	d2e2338331Meyers-1905	Maxĭmum	das Kleinste
1651	d2e2340315Meyers-1905	Mazza	ungesäuertes Brot
1652	d2e2341248Meyers-1905	Mechānik [1]	Werkzeug
1653	d2e2341248Meyers-1905	Mechānik [1]	Maschine
1654	d2e2343434Meyers-1905	Mēdén ágan	nichts zu sehr
1655	d2e2343595Meyers-1905	Medĭa	Mittellaut
1656	d2e2343809Meyers-1905	Mediateur	Vermittler
1657	d2e2344676Meyers-1905	Medīna [2]	Stadt des Propheten
1658	d2e2348249Meyers-1905	Meeresfauna	Meeresfauna I
1659	d2e2353487Meyers-1905	Meineid	mein
1660	d2e2355703Meyers-1905	Mekong	Mutter der Gewässer
1661	d2e2355890Meyers-1905	Mektubdschi	Brief
1662	d2e2356172Meyers-1905	Melancholīe	schwarze Galle
1663	d2e2357383Meyers-1905	Melchiten	Königliche
1664	d2e2357383Meyers-1905	Melchiten	König
1665	d2e2361491Meyers-1905	Memoiren	Denkwürdigkeiten
1666	d2e2363806Meyers-1905	Meng-tse	Lehrer Meng
1667	d2e2364994Meyers-1905	Mensālgüter	Tafelgüter
1668	d2e2365649Meyers-1905	Menschenrassen	Übersicht der Menschenrassen und Völkerschaften
1669	d2e2366469Meyers-1905	Mensūr	Maß
1670	d2e2367280Meyers-1905	Menü	Entwurf
1671	d2e2367280Meyers-1905	Menü	Verzeichnis
1672	d2e2371543Meyers-1905	Merom	oberes Wasser
1673	d2e2372515Meyers-1905	Merveilleuse, la	die Wunderbare
1674	d2e2373926Meyers-1905	Mesner	Hausmeister
1675	d2e2375493Meyers-1905	Messe [2]	Haushalt
1676	d2e2376223Meyers-1905	Messīas	der Gesalbte
1677	d2e2380925Meyers-1905	Metapher	Übertragung
1678	d2e2381396Meyers-1905	Metathĕsis	Versetzung
1679	d2e2383600Meyers-1905	Methōde	Weg
1680	d2e2385835Meyers-1905	Metrik	Maß
1681	d2e2386263Meyers-1905	Metronŏm	Taktmesser
1682	d2e2388432Meyers-1905	Mewlûd	Geburtstag
1683	d2e2388465Meyers-1905	Mexican fibre	mexikanische Faser
1684	d2e2388465Meyers-1905	Mexican fibre	mexikanisches Gras
1685	d2e2391391Meyers-1905	Mezzotinto	Mittelfarbe
1686	d2e2391391Meyers-1905	Mezzotinto	helle Schattierung
1687	d2e2394604Meyers-1905	Midrasch	forschen
1688	d2e2394604Meyers-1905	Midrasch	untersuchen
1689	d2e2395863Meyers-1905	Migräne	einseitiges Kopfweh
1690	d2e2397214Meyers-1905	Mikrométer	Feinmesser
1691	d2e2397713Meyers-1905	Mikroskōp	klein
1692	d2e2397713Meyers-1905	Mikroskōp	schauen
1693	d2e2398244Meyers-1905	Mikrospérmen	Kleinsamige
1694	d2e2401306Meyers-1905	Miles gloriŏsus	ruhmrediger Soldat
1695	d2e2406998Meyers-1905	Millefiōri	tausend Blumen
1696	d2e2407936Meyers-1905	Million	Großtausend
1697	d2e2409213Meyers-1905	Milzbrand	Karbunkel
1698	d2e2410558Meyers-1905	Minarett	Leuchtturm
1699	d2e2411973Meyers-1905	Mineralĭen	Bergwerk
1700	d2e2411973Meyers-1905	Mineralĭen	Erzgrube
1701	d2e2413918Meyers-1905	Miniatūr	Mennige
1702	d2e2414538Meyers-1905	Minister	Diener
1703	d2e2414699Meyers-1905	Ministeriālen	Dienstleute
1704	d2e2415502Meyers-1905	Minōre	kleiner
1705	d2e2416375Meyers-1905	Mio conto	mein Konto
1706	d2e2418552Meyers-1905	Mischpōke	Familie
1707	d2e2418656Meyers-1905	Misdemeano(u)r	übles Betragen
1708	d2e2418856Meyers-1905	Miserēre [2]	erbarme dich
1709	d2e2420382Meyers-1905	Mississippi [1]	Vater der Gewässer
1710	d2e2420639Meyers-1905	Missouri [1]	Schlammfluß
1711	d2e2421027Meyers-1905	Mister	Herr
1712	d2e2421395Meyers-1905	Mistress	Herrin
1713	d2e2421395Meyers-1905	Mistress	Gebieterin
1714	d2e2422492Meyers-1905	Mitla	Totenstadt
1715	d2e2426559Meyers-1905	Mjéstnitschestwo	Stelle
1716	d2e2426559Meyers-1905	Mjéstnitschestwo	Amt
1717	d2e2427374Meyers-1905	Mob	der bewegliche
1718	d2e2427374Meyers-1905	Mob	wandelbare Hause
1719	d2e2429723Meyers-1905	Modĭus	Scheffel
1720	d2e2430768Meyers-1905	Mohammed [1]	der Preisenswerte
1721	d2e2430912Meyers-1905	Mohammed ben Abdullah	der tolle Mullah
1722	d2e2430912Meyers-1905	Mohammed ben Abdullah	the mad Mullah
1723	d2e2431097Meyers-1905	Moharram	das Verbotene
1724	d2e2431117Meyers-1905	Mohātra	Gefahr
1725	d2e2431117Meyers-1905	Mohātra	Wagnis
1726	d2e2434465Meyers-1905	Moleküle	kleine Masse
1727	d2e2435624Meyers-1905	Moll [1]	weich
1728	d2e2437110Meyers-1905	Molukken	Hinterindien
1729	d2e2441661Meyers-1905	Monemvasīa	einziger Eingang
1730	d2e2442954Meyers-1905	Moniteur	Ratgeber
1731	d2e2442992Meyers-1905	Monĭtor	Mahner
1732	d2e2443922Meyers-1905	Monoclĭnus	einbettig
1733	d2e2443942Meyers-1905	Monoecus	einhäusig
1734	d2e2444087Meyers-1905	Monodīe	Einzelgesang
1735	d2e2444432Meyers-1905	Monogynus	einweibig
1736	d2e2444797Meyers-1905	Monomótapa	Söhne der Bergwerke
1737	d2e2446160Meyers-1905	Monseigneur	mein gnädiger Herr
1738	d2e2446385Meyers-1905	Monsieur	mein Herr
1739	d2e2446601Meyers-1905	Monstránz	zeigen
1740	d2e2446683Meyers-1905	Monsune	Jahreszeit
1741	d2e2447584Meyers-1905	Montān	Berg
1742	d2e2448041Meyers-1905	Montblanc	weißer Berg
1743	d2e2449645Meyers-1905	Montenegro	schwarzes [d.h. wildes
1744	d2e2449645Meyers-1905	Montenegro	ungastliches] Gebirge
1745	d2e2450378Meyers-1905	Montes	Berg
1746	d2e2457659Meyers-1905	Moratorĭum	Verzögerung
1747	d2e2459516Meyers-1905	Morenu	unser Lehrer
1748	d2e2460119Meyers-1905	Morganatische Ehe	abkürzen
1749	d2e2460119Meyers-1905	Morganatische Ehe	beschränken
1750	d2e2461319Meyers-1905	Möris [1]	das große Seebecken
1751	d2e2461482Meyers-1905	Moritz [2]	der Dunkelfarbige
1752	d2e2463821Meyers-1905	Morsellen	Bissen
1753	d2e2464817Meyers-1905	Mosaīk	geschmückt
1754	d2e2465447Meyers-1905	Moschee	Anbetungsort
1755	d2e2468649Meyers-1905	Motīv	das in Bewegung Setzende
1756	d2e2470052Meyers-1905	Mouchard	Fliege
1757	d2e2470113Meyers-1905	Mouches	Fliege
1758	d2e2471854Meyers-1905	Mozaraber	unechte Araber
1759	d2e2474383Meyers-1905	Muhâdschir	Auswanderung
1760	d2e2478903Meyers-1905	Multĭceps	vielköpfig
1761	d2e2481360Meyers-1905	Mundĭum	Hand
1762	d2e2482145Meyers-1905	Municipal Corporation	städtische Körperschaft
1763	d2e2483052Meyers-1905	Münster [2]	Kloster
1764	d2e2483929Meyers-1905	Munus	Leistung
1765	d2e2483929Meyers-1905	Munus	Geschenk
1766	d2e2486587Meyers-1905	Murbruch	Bergsturz
1767	d2e2489088Meyers-1905	Muscharabie	Ort für das Getränk
1768	d2e2493306Meyers-1905	Muskeln	Mäuschen
1769	d2e2495628Meyers-1905	Muta	verändere
1770	d2e2495743Meyers-1905	Mutasiliten	Sektierer
1771	d2e2495743Meyers-1905	Mutasiliten	Separatist
1772	d2e2496170Meyers-1905	Mutoskōp	stumm
1773	d2e2496170Meyers-1905	Mutoskōp	schauen
1774	d2e2496225Meyers-1905	Mutschierung	Teilung
1775	d2e2498579Meyers-1905	My house is my castle	Mein Haus ist meine Burg
1776	d2e2498950Meyers-1905	Mykōsen	Schwamm
1777	d2e2498950Meyers-1905	Mykōsen	Pilz
1778	d2e2499029Meyers-1905	My lady	meine Lady
1779	d2e2501438Meyers-1905	Mysterĭen [1]	Geheimnisse
1780	d2e2501901Meyers-1905	Mythographen	Mythenschreiber
1781	d2e2503669Meyers-1905	Nabonassar	Nebo schirmt
1782	d2e2513710Meyers-1905	Naïvität	angeboren
1783	d2e2517919Meyers-1905	Napisten	Dicknase
1784	d2e2519992Meyers-1905	Nargīle	nargile
1785	d2e2519992Meyers-1905	Nargīle	argīle
1786	d2e2519992Meyers-1905	Nargīle	Flasche
1787	d2e2520303Meyers-1905	Narr	Verrückter
1788	d2e2520603Meyers-1905	Narrenunkräuter	Narr
1789	d2e2520755Meyers-1905	Narthekophŏros	Staudenträger
1790	d2e2524558Meyers-1905	National Service League	Liga für nationalen Dienst
1791	d2e2524868Meyers-1905	Natives	Eingeborne
1792	d2e2524889Meyers-1905	Nativismus	angeboren
1793	d2e2526771Meyers-1905	Natūr	entstehen
1794	d2e2530723Meyers-1905	Navīt	die Nahe
1795	d2e2534117Meyers-1905	Ne bis in idem	Nicht zweimal gegen dasselbe
1796	d2e2535872Meyers-1905	Neger [1]	schwarz
1797	d2e2536853Meyers-1905	Nehemīa	Gottestrost
1798	d2e2537769Meyers-1905	Nekrologĭen	Totenbücher
1799	d2e2539621Meyers-1905	Nemzet	Nation
1800	d2e2540247Meyers-1905	Neokoren	Tempelfeger
1801	d2e2540781Meyers-1905	Neovitalismus	neue Lebenskraftlehre
1802	d2e2541973Meyers-1905	Nepotismus	Neffengunst
1803	d2e2546258Meyers-1905	Nett	Netz
1804	d2e2546323Meyers-1905	Netto [1]	rein
1805	d2e2553773Meyers-1905	Neuro...	Band
1806	d2e2553773Meyers-1905	Neuro...	Sehne
1807	d2e2553773Meyers-1905	Neuro...	Nerv
1808	d2e2556426Meyers-1905	Neutrum	keins von beiden
1809	d2e2560810Meyers-1905	Niagara	Donner der Wasser
1810	d2e2560974Meyers-1905	Niam-Niam	Fresser
1811	d2e2573146Meyers-1905	Niete	nicht
1812	d2e2573146Meyers-1905	Niete	nichts
1813	d2e2573778Meyers-1905	Niger	Fluß
1814	d2e2574928Meyers-1905	Nikephŏros [1]	Siegbringer
1815	d2e2575208Meyers-1905	Nikobaren	Neuninseln
1816	d2e2576575Meyers-1905	Nil admirāri	nichts bewundern
1817	d2e2578270Meyers-1905	Nirvâna	das Erlöschen
1818	d2e2578355Meyers-1905	Nisâm [2]	Ordner des Reiches
1819	d2e2582829Meyers-1905	Nobiskrug	Vorhalle
1820	d2e2582852Meyers-1905	Nobla leczon	edle Lehre
1821	d2e2583506Meyers-1905	Nœud	Knoten
1822	d2e2584374Meyers-1905	Noli me tangĕre	rühre mich nicht an
1823	d2e2584665Meyers-1905	Nom de guerre	Kriegsname
1824	d2e2585497Meyers-1905	Non expĕdit	es ist nicht förderlich
1825	d2e2585733Meyers-1905	Non-jurors	Nichtschwörer
1826	d2e2585999Meyers-1905	Nonnengeräusch	Nonne
1827	d2e2594556Meyers-1905	Normannen	Nordmannen
1828	d2e2599701Meyers-1905	Noten	Zeichen
1829	d2e2601272Meyers-1905	Nottúrno	Nachtmusik
1830	d2e2602196Meyers-1905	Novelle	Neuigkeit
1831	d2e2602221Meyers-1905	Novellen	neue Gesetze
1832	d2e2602460Meyers-1905	Noviodūnum	Neuenburg
1833	d2e2602847Meyers-1905	Nówaja Semlja	das neue Land
1834	d2e2602958Meyers-1905	Nowgorod [2]	der große N.
1835	d2e2605735Meyers-1905	Numismatik	gesetzliches Tauschmittel
1836	d2e2608144Meyers-1905	Nutans	nickend
1837	d2e2610202Meyers-1905	Nymphen [1]	Mädchen
1838	d2e2611012Meyers-1905	Oajaca	Mexiko
1839	d2e2611152Meyers-1905	Oaks-Stakes	Eichenrennen
1840	d2e2611247Meyers-1905	Oāsen	Station
1841	d2e2611671Meyers-1905	Obedĭenz	Gehorsam
1842	d2e2617740Meyers-1905	Obit	Hinscheiden
1843	d2e2618034Meyers-1905	Oblaten [1]	Dargebrachtes
1844	d2e2618174Meyers-1905	Obligāt	verbindlich
1845	d2e2618174Meyers-1905	Obligāt	notwendig
1846	d2e2618461Meyers-1905	Oboe	hohes Holzblasinstrument
1847	d2e2623207Meyers-1905	Odaliske	Zimmergefährtin
1848	d2e2623315Meyers-1905	Odd Fellows	Unabhängiger Orden der O. F.
1849	d2e2623744Meyers-1905	Odenwald	öder Wald
1850	d2e2624952Meyers-1905	Odvāker	Besitz
1851	d2e2624952Meyers-1905	Odvāker	Reichtum
1852	d2e2624952Meyers-1905	Odvāker	wachsam
1853	d2e2625842Meyers-1905	Œil de bœuf [1]	Ochsenauge
1854	d2e2627547Meyers-1905	Offizier	Amt
1855	d2e2628593Meyers-1905	Ogive	verstärken
1856	d2e2632209Meyers-1905	Okarīna	Gänschen
1857	d2e2636282Meyers-1905	Old red	alter roter
1858	d2e2642737Meyers-1905	Omladīna	Jugend
1859	d2e2642880Meyers-1905	Omne tulit punctum, qui miscuit utĭle dulci	Jeden Beifall verdient
1860	d2e2642880Meyers-1905	Omne tulit punctum, qui miscuit utĭle dulci	wer Nützliches eint mit dem Schönen
