ID	headword	compound
d3e67622DamenConvLex-1834	Holz	Holze
d3e67622DamenConvLex-1834	Holz	Holzasche
d3e67622DamenConvLex-1834	Holz	Campecheholz
d3e67622DamenConvLex-1834	Holz	Gelbholz
d3e67622DamenConvLex-1834	Holz	Ebenholz
d3e67622DamenConvLex-1834	Holz	Holzwurzel
d3e67622DamenConvLex-1834	Holz	Brasilienholz
d3e67622DamenConvLex-1834	Holz	Holzes
d3e67622DamenConvLex-1834	Holz	Schlangenholz
d3e67622DamenConvLex-1834	Holz	Holzstäbe
d3e67622DamenConvLex-1834	Holz	Heiligenholz
d3e67622DamenConvLex-1834	Holz	Eichenholz
d3e67622DamenConvLex-1834	Holz	Holzschneidekunst
d3e67622DamenConvLex-1834	Holz	Bauholz
d3e67622DamenConvLex-1834	Holz	Mahagoniholz
d3e67622DamenConvLex-1834	Holz	Holzharmonika
d3e67622DamenConvLex-1834	Holz	Sandelholz
d3e67622DamenConvLex-1834	Holz	Holzschnitten
d3e67622DamenConvLex-1834	Holz	Pockholz
d3e67772DamenConvLex-1834	Honig	Honigkuchen
d3e67772DamenConvLex-1834	Honig	Lindenhonig
d3e67772DamenConvLex-1834	Honig	Heidenhonig
d3e67772DamenConvLex-1834	Honig	Buchweizenhonig
d3e67814DamenConvLex-1834	Hopfen	Hopfens
d3e67814DamenConvLex-1834	Hopfen	Hopfenkeime
d3e67995DamenConvLex-1834	Hospiz	Hospizes
d3e68218DamenConvLex-1834	Hugo, Victor	Victor Hugo's
d3e68261DamenConvLex-1834	Hühner	Rebhühner
d3e68261DamenConvLex-1834	Hühner	Perlhühner
d3e68261DamenConvLex-1834	Hühner	Hühnern
d3e68261DamenConvLex-1834	Hühner	Feldhühner
d3e68261DamenConvLex-1834	Hühner	Waldhühner
d3e68261DamenConvLex-1834	Hühner	Hühnerarten
d3e68261DamenConvLex-1834	Hühner	Truthühner
d3e68261DamenConvLex-1834	Hühner	Birkhühner
d3e68360DamenConvLex-1834	Human	Humanitätswissenschaften
d3e68437DamenConvLex-1834	Humor	Humors
d3e68466DamenConvLex-1834	Hund	Jagdhund
d3e68466DamenConvLex-1834	Hund	Hundefett
d3e68466DamenConvLex-1834	Hund	Hundefleisch
d3e68466DamenConvLex-1834	Hund	Hühnerhund
d3e68466DamenConvLex-1834	Hund	Hundswuth
d3e68466DamenConvLex-1834	Hund	Schäferhund
d3e68466DamenConvLex-1834	Hund	Hundegeschlechte
d3e68466DamenConvLex-1834	Hund	Dachshund
d3e68466DamenConvLex-1834	Hund	Wasserhund
d3e68466DamenConvLex-1834	Hund	Hunde
d3e68466DamenConvLex-1834	Hund	Hundefell
d3e68578DamenConvLex-1834	Hunger	Heißhunger
d3e68610DamenConvLex-1834	Huronen	Huronensee
d3e68645DamenConvLex-1834	Husten	Hustenmittel
d3e68645DamenConvLex-1834	Husten	Hustens
d3e68662DamenConvLex-1834	Hüte	Bidihüte
d3e68662DamenConvLex-1834	Hüte	Filzhüte
d3e68662DamenConvLex-1834	Hüte	Herrenhüte
d3e68662DamenConvLex-1834	Hüte	Damenhüte
d3e68662DamenConvLex-1834	Hüte	Discontokassenhüte
d3e68662DamenConvLex-1834	Hüte	Frauenhüte
d3e68700DamenConvLex-1834	Hyacinthe (Botanik)	Hyacinthen
d3e68795DamenConvLex-1834	Hyäne	Hyänen
d3e68969DamenConvLex-1834	Hypatia	Hypatia's
d3e69213DamenConvLex-1834	Jahr	Schaltjahr
d3e69213DamenConvLex-1834	Jahr	Jahres
d3e69213DamenConvLex-1834	Jahr	Jahren
d3e69213DamenConvLex-1834	Jahr	Jahre
d3e69213DamenConvLex-1834	Jahr	Erdenjahre
d3e69213DamenConvLex-1834	Jahr	Erdenjahr
d3e69213DamenConvLex-1834	Jahr	Mondenjahr
d3e69213DamenConvLex-1834	Jahr	Erlaßjahr
d3e69213DamenConvLex-1834	Jahr	Mondenjahre
d3e69213DamenConvLex-1834	Jahr	Uranusjahr
d3e69213DamenConvLex-1834	Jahr	Sonnenjahre
d3e69272DamenConvLex-1834	Jamaica	Jamaica's
d3e69365DamenConvLex-1834	Janitscharen	Janitscharenmusik
d3e69415DamenConvLex-1834	Japan	Japanesen
d3e69415DamenConvLex-1834	Japan	Japaner
d3e69415DamenConvLex-1834	Japan	Japanesinnen
d3e69488DamenConvLex-1834	Jasmin	Jasminblüthe
d3e69488DamenConvLex-1834	Jasmin	Jasminöls
d3e69488DamenConvLex-1834	Jasmin	Jasmineen
d3e69510DamenConvLex-1834	Jason	Jason's
d3e69558DamenConvLex-1834	Java	Javanesen
d3e69582DamenConvLex-1834	Ibis	Ibisbilder
d3e69582DamenConvLex-1834	Ibis	Ibismumien
d3e69612DamenConvLex-1834	Ida, die Heilige	Ida's
d3e69747DamenConvLex-1834	Idol, Idololatrie	Idololatrie
d3e69953DamenConvLex-1834	Jesuiten	Jesuitenanhänger
d3e70169DamenConvLex-1834	Iltis	Tigeriltis
d3e70211DamenConvLex-1834	Immortelle (Botanik)	Immortellenkränze
d3e70267DamenConvLex-1834	Impfen (Medicin)	Einimpfens
d3e70416DamenConvLex-1834	Indien	Westindien
d3e70477DamenConvLex-1834	Indifferent	Indifferentismus
d3e70778DamenConvLex-1834	Inquisition	Inquisitionen
d3e70778DamenConvLex-1834	Inquisition	Inquisitionsgerichte
d3e71029DamenConvLex-1834	Intra (Mythologie)	Intraloga
d3e71075DamenConvLex-1834	Investitur	Investiturstreit
d3e71090DamenConvLex-1834	Io (Mythologie)	Io's
d3e71107DamenConvLex-1834	Jochebet	Jochebet's
d3e71447DamenConvLex-1834	Johanniter	Johanniterorden
d3e71692DamenConvLex-1834	Jonquille (Botanik)	Jonquillennarcisse
d3e71730DamenConvLex-1834	Jordan	Jordanwasser
d3e71823DamenConvLex-1834	Josephine, Kaiserin der Franzosen	Josephinens
d3e71823DamenConvLex-1834	Josephine, Kaiserin der Franzosen	Josephinen
d3e71976DamenConvLex-1834	Irene, Kaiserin von Constantinopel	Irenen
d3e71976DamenConvLex-1834	Irene, Kaiserin von Constantinopel	Irene's
d3e72047DamenConvLex-1834	Irland	Irlands
d3e72177DamenConvLex-1834	Isabelle, Königin von Frankreich	Isabellens
d3e72177DamenConvLex-1834	Isabelle, Königin von Frankreich	Isabellen
d3e72206DamenConvLex-1834	Isabelle, Königin von England	Isabellens
d3e72286DamenConvLex-1834	Isabey	Isabey's
d3e72310DamenConvLex-1834	Ischia (Geographie)	Ischiawein
d3e72391DamenConvLex-1834	Island	Islands
d3e72461DamenConvLex-1834	Ispahan (Geographie)	Ispahans
d3e72511DamenConvLex-1834	Italien (Geographie)	Italiens
d3e72511DamenConvLex-1834	Italien (Geographie)	Italiener
d3e72565DamenConvLex-1834	Italien (Geschichte)	Oberitalien
d3e72565DamenConvLex-1834	Italien (Geschichte)	Unteritalien
d3e72565DamenConvLex-1834	Italien (Geschichte)	Italiens
d3e72648DamenConvLex-1834	Italien (Frauen)	Italiens
d3e72648DamenConvLex-1834	Italien (Frauen)	Italienerinnen
d3e72648DamenConvLex-1834	Italien (Frauen)	Italienerin
d3e72648DamenConvLex-1834	Italien (Frauen)	Italieners
d3e72691DamenConvLex-1834	Italien (Kochkunst)	Italiener
d3e72733DamenConvLex-1834	Italien Kunst)	Italiens
d3e72733DamenConvLex-1834	Italien Kunst)	Italiener
d3e72840DamenConvLex-1834	Italien (Literatur und Poesie)	Italiens
d3e73027DamenConvLex-1834	Italien (Musik)	Italiens
d3e73055DamenConvLex-1834	Ithaka (Geographie)	Ithaka's
d3e73087DamenConvLex-1834	Jubeljahr	Jubeljahren
d3e73187DamenConvLex-1834	Juel (Mythologie)	Juelgebäck
d3e73187DamenConvLex-1834	Juel (Mythologie)	Juelfest
d3e73223DamenConvLex-1834	Juli	Julius
d3e73318DamenConvLex-1834	Jungfrau	Jungfrauenstand
d3e73318DamenConvLex-1834	Jungfrau	Jungfrauen
d3e73342DamenConvLex-1834	Juni	Junius
d3e73636DamenConvLex-1834	Kabiren (Mythologie)	Kabirenkult
d3e73671DamenConvLex-1834	Kadmos (Mythologie)	Kadmos's
d3e73691DamenConvLex-1834	Käfer	Borkenkäfer
d3e73691DamenConvLex-1834	Käfer	Brillantkäfer
d3e73807DamenConvLex-1834	Kajüte	Kajüten
d3e73807DamenConvLex-1834	Kajüte	Damenkajüte
d3e73900DamenConvLex-1834	Kali	Alkali
d3e74033DamenConvLex-1834	Kalmus	Gewürzkalmus
d3e74033DamenConvLex-1834	Kalmus	Kalmuswurzel
d3e74050DamenConvLex-1834	Kälte	Kältegrad
d3e74050DamenConvLex-1834	Kälte	Winterkälte
d3e74156DamenConvLex-1834	Kameel	Kameele
d3e74156DamenConvLex-1834	Kameel	Schafskameele
d3e74156DamenConvLex-1834	Kameel	Kameelziege
d3e74173DamenConvLex-1834	Kameelgarn	Kameelgarns
d3e74201DamenConvLex-1834	Kamelott (Zeug)	Kamelotte
d3e74214DamenConvLex-1834	Kamille	Färberkamille
d3e74214DamenConvLex-1834	Kamille	Gartenkamille
d3e74214DamenConvLex-1834	Kamille	Hundskamille
d3e74333DamenConvLex-1834	Kampfer	Kampferöl
d3e74333DamenConvLex-1834	Kampfer	Kampferkraut
d3e74333DamenConvLex-1834	Kampfer	Kampfers
d3e74463DamenConvLex-1834	Kaninchen	Kaninchenbergen
d3e74562DamenConvLex-1834	Kaplan	Kaplane
d3e74595DamenConvLex-1834	Kapuze	Kapuzen
d3e75011DamenConvLex-1834	Karpfen	Karpfenkönig
d3e75011DamenConvLex-1834	Karpfen	Teichkarpfen
d3e75011DamenConvLex-1834	Karpfen	Spiegelkarpfen
d3e75169DamenConvLex-1834	Käse	Käsen
d3e75169DamenConvLex-1834	Käse	Käsestoff
d3e75169DamenConvLex-1834	Käse	Schafskäse
d3e75169DamenConvLex-1834	Käse	Parmesankäse
d3e75169DamenConvLex-1834	Käse	Präsentkäse
d3e75169DamenConvLex-1834	Käse	Gaismilchkäsen
d3e75169DamenConvLex-1834	Käse	Schachtelkäse
d3e75169DamenConvLex-1834	Käse	Ziegenkäse
d3e75169DamenConvLex-1834	Käse	Käsemilch
d3e75169DamenConvLex-1834	Käse	Briesenkäse
d3e75169DamenConvLex-1834	Käse	Kanterkäse
d3e75169DamenConvLex-1834	Käse	Kräuterkäse
d3e75308DamenConvLex-1834	Kassel	Kassels
d3e75389DamenConvLex-1834	Kasten	Kastenwesen
d3e75534DamenConvLex-1834	Katharina, Königin von England	Katharina's
d3e75752DamenConvLex-1834	Katholiken	Nichtkatholiken
d3e75796DamenConvLex-1834	Kattun	Kattuns
d3e75796DamenConvLex-1834	Kattun	Kattune
d3e75812DamenConvLex-1834	Katze	Katzenfleisch
d3e75812DamenConvLex-1834	Katze	Katzen
d3e75812DamenConvLex-1834	Katze	Katzenkraut
d3e75812DamenConvLex-1834	Katze	Lieblingskatze
d3e75812DamenConvLex-1834	Katze	Hauskatze
d3e76033DamenConvLex-1834	Kerbel	Suppenkerbel
d3e76033DamenConvLex-1834	Kerbel	Kerbels
d3e76083DamenConvLex-1834	Ketzer	Ketzermeister
d3e76083DamenConvLex-1834	Ketzer	Ketzergerichte
d3e76083DamenConvLex-1834	Ketzer	Verketzerungsversuche
d3e76147DamenConvLex-1834	Khalif	Khalifat
d3e76147DamenConvLex-1834	Khalif	Khalifen
d3e76168DamenConvLex-1834	Khan	Khans
d3e76186DamenConvLex-1834	Khiwa (Geographie)	Khiwastaates
d3e76252DamenConvLex-1834	Kiel (Geographie)	Kieler
d3e76270DamenConvLex-1834	Kiew	Kiew's
d3e76287DamenConvLex-1834	Kind	Kindheit
d3e76287DamenConvLex-1834	Kind	Kindlichkeit
d3e76287DamenConvLex-1834	Kind	Kinder
d3e76287DamenConvLex-1834	Kind	Kindesliebe
d3e76287DamenConvLex-1834	Kind	Kindern
d3e76287DamenConvLex-1834	Kind	Kindlein
d3e76469DamenConvLex-1834	Kirchenstaat	Kirchenstaates
d3e76646DamenConvLex-1834	Klapperschlange	Klapperschlangenzertreter
d3e76694DamenConvLex-1834	Klee	Kopfklee
d3e76694DamenConvLex-1834	Klee	Kleearten
d3e76694DamenConvLex-1834	Klee	Waldklee
d3e76694DamenConvLex-1834	Klee	Wiesenklee
d3e76730DamenConvLex-1834	Kleidung (weiblich)	Bekleidung
d3e76901DamenConvLex-1834	Klephten	Klephtengesänge
d3e77031DamenConvLex-1834	Klöppeln (Spitzenklöppeln)	Spitzenklöppeln
d3e77031DamenConvLex-1834	Klöppeln (Spitzenklöppeln)	Spitzenklöppelns
d3e77071DamenConvLex-1834	Klöster	Frauenklöster
d3e77117DamenConvLex-1834	Klytämnestra	Klytämnestra's
d3e77134DamenConvLex-1834	Klytie (Mythologie)	Klytie's
d3e77153DamenConvLex-1834	Knappe	Knappen
d3e77203DamenConvLex-1834	Knoblauch	Knoblauchs
d3e77247DamenConvLex-1834	Knöterig (Botanik)	Buchweizenknöterig
d3e77247DamenConvLex-1834	Knöterig (Botanik)	Wiesenknöterig
d3e77306DamenConvLex-1834	Kobolde	Kobolden
d3e77386DamenConvLex-1834	Koburg	Koburg-Gotha
d3e77401DamenConvLex-1834	Koch	Mundkoch
d3e77401DamenConvLex-1834	Koch	Backkoch
d3e77401DamenConvLex-1834	Koch	Garkoch
d3e77401DamenConvLex-1834	Koch	Bratenkoch
d3e77454DamenConvLex-1834	Köchin	Köchinnen
d3e77574DamenConvLex-1834	Kohl	Rübsenkohls
d3e77574DamenConvLex-1834	Kohl	Blumenkohl
d3e77574DamenConvLex-1834	Kohl	Weißkohl
d3e77574DamenConvLex-1834	Kohl	Kohlfamilie
d3e77574DamenConvLex-1834	Kohl	Rübenkohl
d3e77574DamenConvLex-1834	Kohl	Blaukohl
d3e77574DamenConvLex-1834	Kohl	Plümagekohl
d3e77574DamenConvLex-1834	Kohl	Kohlarten
d3e77574DamenConvLex-1834	Kohl	Sproßkohl
d3e77574DamenConvLex-1834	Kohl	Spargelkohl
d3e77574DamenConvLex-1834	Kohl	Feldkohl
d3e77574DamenConvLex-1834	Kohl	Rübsenkohl
d3e77574DamenConvLex-1834	Kohl	Krauskohl
d3e77574DamenConvLex-1834	Kohl	Kohlrübe
d3e77574DamenConvLex-1834	Kohl	Kohlrabi
d3e77574DamenConvLex-1834	Kohl	Herzkohl
d3e77574DamenConvLex-1834	Kohl	Savoyerkohl
d3e77700DamenConvLex-1834	Köln	Kölnischen
d3e77764DamenConvLex-1834	Koloss	Kolosse
d3e77808DamenConvLex-1834	Komisch	Komische
d3e77808DamenConvLex-1834	Komisch	Komischen
d3e77948DamenConvLex-1834	Kopeken	Zehnkopekenstücke
d3e77978DamenConvLex-1834	Köper	geköperten
d3e77990DamenConvLex-1834	Kopf, der weibliche	Nagelkopfes
d3e77990DamenConvLex-1834	Kopf, der weibliche	Kopfschmerz
d3e77990DamenConvLex-1834	Kopf, der weibliche	Kopfes
d3e77990DamenConvLex-1834	Kopf, der weibliche	Kopfschmerzen
d3e78013DamenConvLex-1834	Kopfputz	Kopfputze
d3e78013DamenConvLex-1834	Kopfputz	Kopfputzes
d3e78013DamenConvLex-1834	Kopfputz	Kopfputz-Bezeichnung
d3e78093DamenConvLex-1834	Korallen	Gliederkorallen
d3e78093DamenConvLex-1834	Korallen	Kalkkorallen
d3e78093DamenConvLex-1834	Korallen	Korallenriff
d3e78093DamenConvLex-1834	Korallen	Sternkorallen
d3e78093DamenConvLex-1834	Korallen	Korallensee
d3e78093DamenConvLex-1834	Korallen	Koralleninseln
d3e78356DamenConvLex-1834	Kosmogonie	Kosmogonien
d3e78390DamenConvLex-1834	Köthen	Köthener
d3e78442DamenConvLex-1834	Krabbe	Flußkrabben
d3e78442DamenConvLex-1834	Krabbe	Landkrabbe
d3e78472DamenConvLex-1834	Krain (Geographie)	Krainer
d3e78472DamenConvLex-1834	Krain (Geographie)	Unterkrain
d3e78510DamenConvLex-1834	Krämpfe	Krämpfen
d3e78577DamenConvLex-1834	Krebs	Krebse
d3e78577DamenConvLex-1834	Krebs	Krebsaugen
d3e78610DamenConvLex-1834	Kresse	Brunnenkresse
d3e78667DamenConvLex-1834	Kreuz	Kreuzigen
d3e78667DamenConvLex-1834	Kreuz	Kreuzzeichens
d3e78667DamenConvLex-1834	Kreuz	Kreuzerhöhung
d3e78667DamenConvLex-1834	Kreuz	Kreuzigung
d3e78667DamenConvLex-1834	Kreuz	Kreuzestod
d3e78667DamenConvLex-1834	Kreuz	Kreuzerfindung
d3e78667DamenConvLex-1834	Kreuz	Kreuzes
d3e78667DamenConvLex-1834	Kreuz	Kreuze
d3e78667DamenConvLex-1834	Kreuz	Kreuzes-Reliquien
d3e78690DamenConvLex-1834	Kreuzer	Viertelkreuzer
d3e78732DamenConvLex-1834	Kreuzzüge	Hauptkreuzzüge
d3e78908DamenConvLex-1834	Krokodil	Nilkrokodil
d3e79012DamenConvLex-1834	Kropf	Aderkropf
d3e79102DamenConvLex-1834	Krypto	Kryptogamie
d3e79102DamenConvLex-1834	Krypto	Kryptogamisch
d3e79102DamenConvLex-1834	Krypto	Kryptographie
d3e79114DamenConvLex-1834	Krystall	Bergkrystall
d3e79114DamenConvLex-1834	Krystall	Krystalle
d3e79114DamenConvLex-1834	Krystall	Krystallwaaren
d3e79133DamenConvLex-1834	Küche	Küchen
d3e79228DamenConvLex-1834	Kuhreigen	Kuhreigens
d3e79241DamenConvLex-1834	Kukuk	Bartkukuk
d3e79241DamenConvLex-1834	Kukuk	Honigkukuk
d3e79256DamenConvLex-1834	Kümmel	Kümmels
d3e79305DamenConvLex-1834	Kunkel	Kunkeladel
d3e79305DamenConvLex-1834	Kunkel	Kunkellehn
d3e79323DamenConvLex-1834	Kunst	Kunstwerke
d3e79323DamenConvLex-1834	Kunst	Kunstfertigkeit
d3e79421DamenConvLex-1834	Kupfer	Kupferminen
d3e79421DamenConvLex-1834	Kupfer	Kupferplatten
d3e79421DamenConvLex-1834	Kupfer	Kupfers
d3e79421DamenConvLex-1834	Kupfer	Kupferstich
d3e79421DamenConvLex-1834	Kupfer	Garkupfer
d3e79421DamenConvLex-1834	Kupfer	Bodenkupfer
d3e79449DamenConvLex-1834	Kürbis	Mantelkürbis
d3e79449DamenConvLex-1834	Kürbis	Eierkürbis
d3e79449DamenConvLex-1834	Kürbis	Riesenkürbis
d3e79449DamenConvLex-1834	Kürbis	Melonenkürbis
d3e79449DamenConvLex-1834	Kürbis	Wassermelonenkürbis
d3e79449DamenConvLex-1834	Kürbis	Pflaumenkürbis
d3e79449DamenConvLex-1834	Kürbis	Flaschenkürbis
d3e79449DamenConvLex-1834	Kürbis	Feldkürbis
d3e79449DamenConvLex-1834	Kürbis	Warzenkürbis
d3e79449DamenConvLex-1834	Kürbis	Wasserkürbis
d3e79449DamenConvLex-1834	Kürbis	Gartenkürbis
d3e79502DamenConvLex-1834	Kurfürst	Kurfürstenthume
d3e79502DamenConvLex-1834	Kurfürst	Kurfürsten
d3e79569DamenConvLex-1834	Kuss	Liebeskusses
d3e79569DamenConvLex-1834	Kuss	Kusses
d3e79569DamenConvLex-1834	Kuss	Kusse
d3e79670DamenConvLex-1834	Kutschen	Leibkutschen
d3e79670DamenConvLex-1834	Kutschen	Lohnkutschen
d3e79696DamenConvLex-1834	Kux	Kuxe
d3e79821DamenConvLex-1834	Lablache	Lablache's
d3e79839DamenConvLex-1834	Labrador	Labradorstein
d3e79856DamenConvLex-1834	Labyrinth	Labyrinthes
d3e80251DamenConvLex-1834	Lähmung	Lähmungen
d3e80282DamenConvLex-1834	Laibach	Laibacher
d3e80509DamenConvLex-1834	Lampen	Gaslampen
d3e80757DamenConvLex-1834	Langenschwalbach	Langenschwalbacher
d3e80774DamenConvLex-1834	Languedoc	Languedoccanal
d3e80825DamenConvLex-1834	Laokoon	Laokoongruppe
d3e80881DamenConvLex-1834	Lapithen	Lapithenfürst
d3e80911DamenConvLex-1834	Lappen	Rennthierlappen
d3e80911DamenConvLex-1834	Lappen	Seelappen
d3e80911DamenConvLex-1834	Lappen	Fischerlappen
d3e81083DamenConvLex-1834	Lateran	Lateranus
d3e81194DamenConvLex-1834	Lauch	Knoblauch
d3e81194DamenConvLex-1834	Lauch	Gartenlauch
d3e81194DamenConvLex-1834	Lauch	Porrelauch
d3e81194DamenConvLex-1834	Lauch	Schlangenlauch
d3e81194DamenConvLex-1834	Lauch	Rockenbollenlauch
d3e81194DamenConvLex-1834	Lauch	Großlauch
d3e81215DamenConvLex-1834	Lauge	Salpeterlauge
d3e81215DamenConvLex-1834	Lauge	Salzlauge
d3e81215DamenConvLex-1834	Lauge	Alaunlauge
d3e81238DamenConvLex-1834	Laune	Launenhaftigkeit
d3e81238DamenConvLex-1834	Laune	Launen
d3e81283DamenConvLex-1834	Laura, Petrarka's Geliebte	Laura's
d3e81320DamenConvLex-1834	Lausitz	Lausitzen
d3e81336DamenConvLex-1834	Laut	Laute
d3e81483DamenConvLex-1834	Lawinen	Stoßlawinen
d3e81500DamenConvLex-1834	Lazarus	Lazarusorden
d3e81569DamenConvLex-1834	Lear	Lear's
d3e81716DamenConvLex-1834	Leber	Leberflecke
d3e81716DamenConvLex-1834	Leber	Leberlappen
d3e81716DamenConvLex-1834	Leber	Leberschlagader
d3e81845DamenConvLex-1834	Lectüre	Unterhaltungslectüre
d3e81913DamenConvLex-1834	Leder	Ledergattungen
d3e81975DamenConvLex-1834	Legende	Legenden
d3e82139DamenConvLex-1834	Leidenschaft	Leidenschaften
d3e82139DamenConvLex-1834	Leidenschaft	Leidenschaftliche
d3e82242DamenConvLex-1834	Leinwand	Leinwandfabriken
d3e82242DamenConvLex-1834	Leinwand	Kaufleinwand
d3e82274DamenConvLex-1834	Leipzig	Leipziger
d3e82274DamenConvLex-1834	Leipzig	Leipzigs
d3e82502DamenConvLex-1834	Leo, Leonardo	Leonardo
d3e82600DamenConvLex-1834	Lerchen	Lerchenstreichen
d3e82616DamenConvLex-1834	Lerchenbaum	Lerchenbaumes
d3e82979DamenConvLex-1834	Levkoje	Zwerglevkoje
d3e82979DamenConvLex-1834	Levkoje	Gebirgslevkoje
d3e82979DamenConvLex-1834	Levkoje	Sommerlevkoje
d3e82979DamenConvLex-1834	Levkoje	Winterlevkoje
d3e83059DamenConvLex-1834	Libanon	Libanons
d3e83119DamenConvLex-1834	Liber (Mythologie)	Libera
d3e83119DamenConvLex-1834	Liber (Mythologie)	Liberalien
d3e83137DamenConvLex-1834	Liberia (Geographie)	Liberia's
d3e83189DamenConvLex-1834	Licht	Lichtstrahl
d3e83189DamenConvLex-1834	Licht	Irrlicht
d3e83189DamenConvLex-1834	Licht	Lichtes
d3e83189DamenConvLex-1834	Licht	Lichtstrahle
d3e83189DamenConvLex-1834	Licht	Lichte
d3e83278DamenConvLex-1834	Lichter	Talglichter
d3e83278DamenConvLex-1834	Lichter	Lichtern
d3e83278DamenConvLex-1834	Lichter	Lichterziehen
d3e83350DamenConvLex-1834	Liebe	Liebenden
d3e83415DamenConvLex-1834	Liebesapfel	Liebesapfels
d3e83525DamenConvLex-1834	Liebhabertheater	Liebhabertheatern
d3e83560DamenConvLex-1834	Liechtenstein (Geographie)	Liechtensteiner
d3e83594DamenConvLex-1834	Lied (Musik)	Lieder
d3e83594DamenConvLex-1834	Lied (Musik)	Volksliedern
d3e83594DamenConvLex-1834	Lied (Musik)	Liedercomponist
d3e83594DamenConvLex-1834	Lied (Musik)	Liedes
d3e83594DamenConvLex-1834	Lied (Musik)	Liedercomponisten
d3e83594DamenConvLex-1834	Lied (Musik)	Liede
d3e83767DamenConvLex-1834	Lima	klimatischen
d3e83829DamenConvLex-1834	Linde	Winterlinde
d3e83829DamenConvLex-1834	Linde	Lindenblüthenwasser
d3e83829DamenConvLex-1834	Linde	Sommerlinde
d3e83829DamenConvLex-1834	Linde	Steinlinde
d3e83895DamenConvLex-1834	Lindwurm	Lindwurmhäute
d3e83939DamenConvLex-1834	Linon	Linons
d3e83992DamenConvLex-1834	Linz	Linzerinnen
d3e83992DamenConvLex-1834	Linz	Linzer
d3e84293DamenConvLex-1834	Liturgie	Liturgien
d3e84387DamenConvLex-1834	Llama	Llama's
d3e84404DamenConvLex-1834	Locken	Goldlocken
d3e84404DamenConvLex-1834	Locken	Lockenmassen
d3e84404DamenConvLex-1834	Locken	Lockenformen
d3e84404DamenConvLex-1834	Locken	Lockenvariationen
d3e84404DamenConvLex-1834	Locken	Lockenform
d3e84404DamenConvLex-1834	Locken	Lockenraub
d3e84404DamenConvLex-1834	Locken	Lockenfülle
d3e84404DamenConvLex-1834	Locken	Lockenunsinn
d3e84574DamenConvLex-1834	Loke (Mythologie)	Loke's
d3e84643DamenConvLex-1834	London	London-Brücke
d3e84643DamenConvLex-1834	London	Londonbridge
d3e84643DamenConvLex-1834	London	Londons
d3e84828DamenConvLex-1834	Lootse	Lootsen
d3e84905DamenConvLex-1834	Lord	Lordmayor
d3e85027DamenConvLex-1834	Lotto, Lotterie	Lottobureaus
d3e85133DamenConvLex-1834	Löwe (Naturgeschichte)	Löwen
d3e85235DamenConvLex-1834	Lübeck	Lübecks
d3e85320DamenConvLex-1834	Lucretia	Lucretia's
d3e85427DamenConvLex-1834	Luft	Luftball
d3e85427DamenConvLex-1834	Luft	Luftkreiss
d3e85427DamenConvLex-1834	Luft	Luftart
d3e85427DamenConvLex-1834	Luft	Lufto
d3e85427DamenConvLex-1834	Luft	Zugluft
d3e85456DamenConvLex-1834	Luftballon	Luftballons
d3e85525DamenConvLex-1834	Lüge	Nothlüge
d3e85786DamenConvLex-1834	Lüneburg	Lüneburger
d3e85807DamenConvLex-1834	Lunge	Lungen
d3e86430DamenConvLex-1834	Madeira	Madeira-Weins
d3e86640DamenConvLex-1834	Magelone	Magelonens
d3e86640DamenConvLex-1834	Magelone	Magelonen
d3e86664DamenConvLex-1834	Magen	Magensäure
